"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.57033349569E-001, +0.00000000000E+000
+4.20200000000E+005, +5.59240154211E-001, +0.00000000000E+000
+4.20400000000E+005, +5.59791925856E-001, +0.00000000000E+000
+4.20600000000E+005, +5.60977010330E-001, +0.00000000000E+000
+4.20800000000E+005, +5.60630641748E-001, +0.00000000000E+000
+4.21000000000E+005, +5.61149726340E-001, +0.00000000000E+000
+4.21200000000E+005, +5.61253878824E-001, +0.00000000000E+000
+4.21400000000E+005, +5.61294450424E-001, +0.00000000000E+000
+4.21600000000E+005, +5.62046418409E-001, +0.00000000000E+000
+4.21800000000E+005, +5.62053628494E-001, +0.00000000000E+000
+4.22000000000E+005, +5.62156368358E-001, +0.00000000000E+000
+4.22200000000E+005, +5.62347554335E-001, +0.00000000000E+000
+4.22400000000E+005, +5.62302894492E-001, +0.00000000000E+000
+4.22600000000E+005, +5.62781507996E-001, +0.00000000000E+000
+4.22800000000E+005, +5.62488134690E-001, +0.00000000000E+000
+4.23000000000E+005, +5.62749584816E-001, +0.00000000000E+000
+4.23200000000E+005, +5.63344371665E-001, +0.00000000000E+000
+4.23400000000E+005, +5.62740947560E-001, +0.00000000000E+000
+4.23600000000E+005, +5.63335190427E-001, +0.00000000000E+000
+4.23800000000E+005, +5.63326366256E-001, +0.00000000000E+000
+4.24000000000E+005, +5.63700885455E-001, +0.00000000000E+000
+4.24200000000E+005, +5.63445617668E-001, +0.00000000000E+000
+4.24400000000E+005, +5.63809869803E-001, +0.00000000000E+000
+4.24600000000E+005, +5.63822899132E-001, +0.00000000000E+000
+4.24800000000E+005, +5.64592027070E-001, +0.00000000000E+000
+4.25000000000E+005, +5.64652146242E-001, +0.00000000000E+000
+4.25200000000E+005, +5.64870113549E-001, +0.00000000000E+000
+4.25400000000E+005, +5.64976349592E-001, +0.00000000000E+000
+4.25600000000E+005, +5.65273009771E-001, +0.00000000000E+000
+4.25800000000E+005, +5.65281776140E-001, +0.00000000000E+000
+4.26000000000E+005, +5.64993529320E-001, +0.00000000000E+000
+4.26200000000E+005, +5.65462327413E-001, +0.00000000000E+000
+4.26400000000E+005, +5.66130167821E-001, +0.00000000000E+000
+4.26600000000E+005, +5.66374104733E-001, +0.00000000000E+000
+4.26800000000E+005, +5.66611636880E-001, +0.00000000000E+000
+4.27000000000E+005, +5.67529533569E-001, +0.00000000000E+000
+4.27200000000E+005, +5.67078706454E-001, +0.00000000000E+000
+4.27400000000E+005, +5.67115368689E-001, +0.00000000000E+000
+4.27600000000E+005, +5.68260665528E-001, +0.00000000000E+000
+4.27800000000E+005, +5.67468929831E-001, +0.00000000000E+000
+4.28000000000E+005, +5.67900736359E-001, +0.00000000000E+000
+4.28200000000E+005, +5.67856048679E-001, +0.00000000000E+000
+4.28400000000E+005, +5.68683232060E-001, +0.00000000000E+000
+4.28600000000E+005, +5.68371299865E-001, +0.00000000000E+000
+4.28800000000E+005, +5.68957288752E-001, +0.00000000000E+000
+4.29000000000E+005, +5.68768462993E-001, +0.00000000000E+000
+4.29200000000E+005, +5.68926533179E-001, +0.00000000000E+000
+4.29400000000E+005, +5.69437712466E-001, +0.00000000000E+000
+4.29600000000E+005, +5.69836167226E-001, +0.00000000000E+000
+4.29800000000E+005, +5.70027620640E-001, +0.00000000000E+000
+4.30000000000E+005, +5.69816313841E-001, +0.00000000000E+000
+4.30200000000E+005, +5.69914922836E-001, +0.00000000000E+000
+4.30400000000E+005, +5.70255284833E-001, +0.00000000000E+000
+4.30600000000E+005, +5.70520934586E-001, +0.00000000000E+000
+4.30800000000E+005, +5.70847796872E-001, +0.00000000000E+000
+4.31000000000E+005, +5.70283424006E-001, +0.00000000000E+000
+4.31200000000E+005, +5.70657408086E-001, +0.00000000000E+000
+4.31400000000E+005, +5.71098116687E-001, +0.00000000000E+000
+4.31600000000E+005, +5.71294086130E-001, +0.00000000000E+000
+4.31800000000E+005, +5.71220604521E-001, +0.00000000000E+000
+4.32000000000E+005, +5.70703403806E-001, +0.00000000000E+000
+4.32200000000E+005, +5.70824276501E-001, +0.00000000000E+000
+4.32400000000E+005, +5.70948421882E-001, +0.00000000000E+000
+4.32600000000E+005, +5.70889130078E-001, +0.00000000000E+000
+4.32800000000E+005, +5.70617915995E-001, +0.00000000000E+000
+4.33000000000E+005, +5.70635890667E-001, +0.00000000000E+000
+4.33200000000E+005, +5.69846494095E-001, +0.00000000000E+000
+4.33400000000E+005, +5.69159982645E-001, +0.00000000000E+000
+4.33600000000E+005, +5.69726813602E-001, +0.00000000000E+000
+4.33800000000E+005, +5.69008177133E-001, +0.00000000000E+000
+4.34000000000E+005, +5.68150952866E-001, +0.00000000000E+000
+4.34200000000E+005, +5.67868833633E-001, +0.00000000000E+000
+4.34400000000E+005, +5.67064788884E-001, +0.00000000000E+000
+4.34600000000E+005, +5.66203306115E-001, +0.00000000000E+000
+4.34800000000E+005, +5.64798835707E-001, +0.00000000000E+000
+4.35000000000E+005, +5.63708143763E-001, +0.00000000000E+000
+4.35200000000E+005, +5.61832591535E-001, +0.00000000000E+000
+4.35400000000E+005, +5.60173200454E-001, +0.00000000000E+000
+4.35600000000E+005, +5.58113385781E-001, +0.00000000000E+000
+4.35800000000E+005, +5.55678834183E-001, +0.00000000000E+000
+4.36000000000E+005, +5.52204042570E-001, +0.00000000000E+000
+4.36200000000E+005, +5.49173079740E-001, +0.00000000000E+000
+4.36400000000E+005, +5.45272810820E-001, +0.00000000000E+000
+4.36600000000E+005, +5.41784917264E-001, +0.00000000000E+000
+4.36800000000E+005, +5.37197966442E-001, +0.00000000000E+000
+4.37000000000E+005, +5.31849714301E-001, +0.00000000000E+000
+4.37200000000E+005, +5.26216905307E-001, +0.00000000000E+000
+4.37400000000E+005, +5.21084586402E-001, +0.00000000000E+000
+4.37600000000E+005, +5.14470300956E-001, +0.00000000000E+000
+4.37800000000E+005, +5.08188677089E-001, +0.00000000000E+000
+4.38000000000E+005, +5.02826724351E-001, +0.00000000000E+000
+4.38200000000E+005, +4.97339819325E-001, +0.00000000000E+000
+4.38400000000E+005, +4.91836706132E-001, +0.00000000000E+000
+4.38600000000E+005, +4.88174276730E-001, +0.00000000000E+000
+4.38800000000E+005, +4.84680685332E-001, +0.00000000000E+000
+4.39000000000E+005, +4.82983537368E-001, +0.00000000000E+000
+4.39200000000E+005, +4.82625178363E-001, +0.00000000000E+000
+4.39400000000E+005, +4.84111773014E-001, +0.00000000000E+000
+4.39600000000E+005, +4.86530377001E-001, +0.00000000000E+000
+4.39800000000E+005, +4.89593214113E-001, +0.00000000000E+000
+4.40000000000E+005, +4.93888353174E-001, +0.00000000000E+000
+4.40200000000E+005, +4.98921328725E-001, +0.00000000000E+000
+4.40400000000E+005, +5.02964341951E-001, +0.00000000000E+000
+4.40600000000E+005, +5.07729642777E-001, +0.00000000000E+000
+4.40800000000E+005, +5.11864722879E-001, +0.00000000000E+000
+4.41000000000E+005, +5.16448712471E-001, +0.00000000000E+000
+4.41200000000E+005, +5.19526366077E-001, +0.00000000000E+000
+4.41400000000E+005, +5.22948010982E-001, +0.00000000000E+000
+4.41600000000E+005, +5.26415845330E-001, +0.00000000000E+000
+4.41800000000E+005, +5.28566093882E-001, +0.00000000000E+000
+4.42000000000E+005, +5.31509514877E-001, +0.00000000000E+000
+4.42200000000E+005, +5.34115373861E-001, +0.00000000000E+000
+4.42400000000E+005, +5.36383485300E-001, +0.00000000000E+000
+4.42600000000E+005, +5.38231544627E-001, +0.00000000000E+000
+4.42800000000E+005, +5.39688350760E-001, +0.00000000000E+000
+4.43000000000E+005, +5.42246823663E-001, +0.00000000000E+000
+4.43200000000E+005, +5.43432805716E-001, +0.00000000000E+000
+4.43400000000E+005, +5.44457492309E-001, +0.00000000000E+000
+4.43600000000E+005, +5.46275868974E-001, +0.00000000000E+000
+4.43800000000E+005, +5.47451657972E-001, +0.00000000000E+000
+4.44000000000E+005, +5.48702588966E-001, +0.00000000000E+000
+4.44200000000E+005, +5.50135620502E-001, +0.00000000000E+000
+4.44400000000E+005, +5.51319368132E-001, +0.00000000000E+000
+4.44600000000E+005, +5.52490660861E-001, +0.00000000000E+000
+4.44800000000E+005, +5.53371048759E-001, +0.00000000000E+000
+4.45000000000E+005, +5.54010791760E-001, +0.00000000000E+000
+4.45200000000E+005, +5.54975651032E-001, +0.00000000000E+000
+4.45400000000E+005, +5.56176196867E-001, +0.00000000000E+000
+4.45600000000E+005, +5.56404996702E-001, +0.00000000000E+000
+4.45800000000E+005, +5.57538720724E-001, +0.00000000000E+000
+4.46000000000E+005, +5.58765388813E-001, +0.00000000000E+000
+4.46200000000E+005, +5.59099924962E-001, +0.00000000000E+000
+4.46400000000E+005, +5.59657771703E-001, +0.00000000000E+000
+4.46600000000E+005, +5.53699421862E-001, +0.00000000000E+000
+4.46800000000E+005, +5.63881235433E-001, +0.00000000000E+000
+4.47000000000E+005, +5.60421241919E-001, +0.00000000000E+000
+4.47200000000E+005, +5.62844624360E-001, +0.00000000000E+000
+4.47400000000E+005, +5.62259893086E-001, +0.00000000000E+000
+4.47600000000E+005, +5.63431625652E-001, +0.00000000000E+000
+4.47800000000E+005, +5.63564751551E-001, +0.00000000000E+000
+4.48000000000E+005, +5.64321328229E-001, +0.00000000000E+000
+4.48200000000E+005, +5.64472675495E-001, +0.00000000000E+000
+4.48400000000E+005, +5.65465378663E-001, +0.00000000000E+000
+4.48600000000E+005, +5.65685414817E-001, +0.00000000000E+000
+4.48800000000E+005, +5.66538912279E-001, +0.00000000000E+000
+4.49000000000E+005, +5.66233868836E-001, +0.00000000000E+000
+4.49200000000E+005, +5.66910049864E-001, +0.00000000000E+000
+4.49400000000E+005, +5.67374256250E-001, +0.00000000000E+000
+4.49600000000E+005, +5.68135564546E-001, +0.00000000000E+000
+4.49800000000E+005, +5.68199815713E-001, +0.00000000000E+000
+4.50000000000E+005, +5.68507041185E-001, +0.00000000000E+000
+4.50200000000E+005, +5.69533843992E-001, +0.00000000000E+000
+4.50400000000E+005, +5.69345529352E-001, +0.00000000000E+000
+4.50600000000E+005, +5.70128710542E-001, +0.00000000000E+000
+4.50800000000E+005, +5.70016251170E-001, +0.00000000000E+000
+4.51000000000E+005, +5.70668740254E-001, +0.00000000000E+000
+4.51200000000E+005, +5.70766085647E-001, +0.00000000000E+000
+4.51400000000E+005, +5.71184903203E-001, +0.00000000000E+000
+4.51600000000E+005, +5.72130353803E-001, +0.00000000000E+000
+4.51800000000E+005, +5.71931391664E-001, +0.00000000000E+000
+4.52000000000E+005, +5.72479910769E-001, +0.00000000000E+000
+4.52200000000E+005, +5.72607256748E-001, +0.00000000000E+000
+4.52400000000E+005, +5.72597583827E-001, +0.00000000000E+000
+4.52600000000E+005, +5.73218116722E-001, +0.00000000000E+000
+4.52800000000E+005, +5.73570923012E-001, +0.00000000000E+000
+4.53000000000E+005, +5.73283551348E-001, +0.00000000000E+000
+4.53200000000E+005, +5.74305325588E-001, +0.00000000000E+000
+4.53400000000E+005, +5.74252211072E-001, +0.00000000000E+000
+4.53600000000E+005, +5.74443614821E-001, +0.00000000000E+000
+4.53800000000E+005, +5.75086599314E-001, +0.00000000000E+000
+4.54000000000E+005, +5.75228984081E-001, +0.00000000000E+000
+4.54200000000E+005, +5.75414150573E-001, +0.00000000000E+000
+4.54400000000E+005, +5.76023444135E-001, +0.00000000000E+000
+4.54600000000E+005, +5.76004521206E-001, +0.00000000000E+000
+4.54800000000E+005, +5.75783449221E-001, +0.00000000000E+000
+4.55000000000E+005, +5.76374571263E-001, +0.00000000000E+000
+4.55200000000E+005, +5.76586524344E-001, +0.00000000000E+000
+4.55400000000E+005, +5.77263133798E-001, +0.00000000000E+000
+4.55600000000E+005, +5.76704071160E-001, +0.00000000000E+000
+4.55800000000E+005, +5.77027215540E-001, +0.00000000000E+000
+4.56000000000E+005, +5.77905511679E-001, +0.00000000000E+000
+4.56200000000E+005, +5.77740521724E-001, +0.00000000000E+000
+4.56400000000E+005, +5.78135073289E-001, +0.00000000000E+000
+4.56600000000E+005, +5.78287833976E-001, +0.00000000000E+000
+4.56800000000E+005, +5.79045197793E-001, +0.00000000000E+000
+4.57000000000E+005, +5.78781790909E-001, +0.00000000000E+000
+4.57200000000E+005, +5.78960730290E-001, +0.00000000000E+000
+4.57400000000E+005, +5.79198986230E-001, +0.00000000000E+000
+4.57600000000E+005, +5.79479991678E-001, +0.00000000000E+000
+4.57800000000E+005, +5.79821328076E-001, +0.00000000000E+000
+4.58000000000E+005, +5.80022894903E-001, +0.00000000000E+000
+4.58200000000E+005, +5.80299710134E-001, +0.00000000000E+000
+4.58400000000E+005, +5.80351831010E-001, +0.00000000000E+000
+4.58600000000E+005, +5.80688106647E-001, +0.00000000000E+000
+4.58800000000E+005, +5.80886994404E-001, +0.00000000000E+000
+4.59000000000E+005, +5.81658189671E-001, +0.00000000000E+000
+4.59200000000E+005, +5.81531003731E-001, +0.00000000000E+000
+4.59400000000E+005, +5.81282888290E-001, +0.00000000000E+000
+4.59600000000E+005, +5.81835389904E-001, +0.00000000000E+000
