"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.57569063124E-001, +0.00000000000E+000
+4.20200000000E+005, +5.59845311352E-001, +0.00000000000E+000
+4.20400000000E+005, +5.60973771619E-001, +0.00000000000E+000
+4.20600000000E+005, +5.60792570372E-001, +0.00000000000E+000
+4.20800000000E+005, +5.60776824175E-001, +0.00000000000E+000
+4.21000000000E+005, +5.61212792836E-001, +0.00000000000E+000
+4.21200000000E+005, +5.60987894119E-001, +0.00000000000E+000
+4.21400000000E+005, +5.61188026126E-001, +0.00000000000E+000
+4.21600000000E+005, +5.61695052520E-001, +0.00000000000E+000
+4.21800000000E+005, +5.61815491014E-001, +0.00000000000E+000
+4.22000000000E+005, +5.61849977680E-001, +0.00000000000E+000
+4.22200000000E+005, +5.62427459828E-001, +0.00000000000E+000
+4.22400000000E+005, +5.61770700744E-001, +0.00000000000E+000
+4.22600000000E+005, +5.62803149805E-001, +0.00000000000E+000
+4.22800000000E+005, +5.62812589672E-001, +0.00000000000E+000
+4.23000000000E+005, +5.63566848890E-001, +0.00000000000E+000
+4.23200000000E+005, +5.62942259415E-001, +0.00000000000E+000
+4.23400000000E+005, +5.63622226357E-001, +0.00000000000E+000
+4.23600000000E+005, +5.63566358684E-001, +0.00000000000E+000
+4.23800000000E+005, +5.63735650395E-001, +0.00000000000E+000
+4.24000000000E+005, +5.63906277702E-001, +0.00000000000E+000
+4.24200000000E+005, +5.64457734896E-001, +0.00000000000E+000
+4.24400000000E+005, +5.64421759558E-001, +0.00000000000E+000
+4.24600000000E+005, +5.64370880552E-001, +0.00000000000E+000
+4.24800000000E+005, +5.65157463513E-001, +0.00000000000E+000
+4.25000000000E+005, +5.64815821120E-001, +0.00000000000E+000
+4.25200000000E+005, +5.65404720203E-001, +0.00000000000E+000
+4.25400000000E+005, +5.65629341477E-001, +0.00000000000E+000
+4.25600000000E+005, +5.66070036954E-001, +0.00000000000E+000
+4.25800000000E+005, +5.65846536867E-001, +0.00000000000E+000
+4.26000000000E+005, +5.66385350249E-001, +0.00000000000E+000
+4.26200000000E+005, +5.66600235206E-001, +0.00000000000E+000
+4.26400000000E+005, +5.66281946289E-001, +0.00000000000E+000
+4.26600000000E+005, +5.66706015546E-001, +0.00000000000E+000
+4.26800000000E+005, +5.67068554335E-001, +0.00000000000E+000
+4.27000000000E+005, +5.67161824639E-001, +0.00000000000E+000
+4.27200000000E+005, +5.67564973989E-001, +0.00000000000E+000
+4.27400000000E+005, +5.67098007019E-001, +0.00000000000E+000
+4.27600000000E+005, +5.68289494541E-001, +0.00000000000E+000
+4.27800000000E+005, +5.68464531311E-001, +0.00000000000E+000
+4.28000000000E+005, +5.68136500686E-001, +0.00000000000E+000
+4.28200000000E+005, +5.69021715048E-001, +0.00000000000E+000
+4.28400000000E+005, +5.69540795140E-001, +0.00000000000E+000
+4.28600000000E+005, +5.68379159370E-001, +0.00000000000E+000
+4.28800000000E+005, +5.69002325851E-001, +0.00000000000E+000
+4.29000000000E+005, +5.69303704810E-001, +0.00000000000E+000
+4.29200000000E+005, +5.69626481795E-001, +0.00000000000E+000
+4.29400000000E+005, +5.69972096658E-001, +0.00000000000E+000
+4.29600000000E+005, +5.70054209794E-001, +0.00000000000E+000
+4.29800000000E+005, +5.70668417566E-001, +0.00000000000E+000
+4.30000000000E+005, +5.70603073321E-001, +0.00000000000E+000
+4.30200000000E+005, +5.71026605146E-001, +0.00000000000E+000
+4.30400000000E+005, +5.70271999575E-001, +0.00000000000E+000
+4.30600000000E+005, +5.70398527798E-001, +0.00000000000E+000
+4.30800000000E+005, +5.70874117074E-001, +0.00000000000E+000
+4.31000000000E+005, +5.71082102879E-001, +0.00000000000E+000
+4.31200000000E+005, +5.71471739743E-001, +0.00000000000E+000
+4.31400000000E+005, +5.71079529415E-001, +0.00000000000E+000
+4.31600000000E+005, +5.71079507683E-001, +0.00000000000E+000
+4.31800000000E+005, +5.71149745123E-001, +0.00000000000E+000
+4.32000000000E+005, +5.71574264462E-001, +0.00000000000E+000
+4.32200000000E+005, +5.71889547494E-001, +0.00000000000E+000
+4.32400000000E+005, +5.71710076462E-001, +0.00000000000E+000
+4.32600000000E+005, +5.71510325839E-001, +0.00000000000E+000
+4.32800000000E+005, +5.72264930983E-001, +0.00000000000E+000
+4.33000000000E+005, +5.72026401385E-001, +0.00000000000E+000
+4.33200000000E+005, +5.72153047269E-001, +0.00000000000E+000
+4.33400000000E+005, +5.71929847537E-001, +0.00000000000E+000
+4.33600000000E+005, +5.71726650630E-001, +0.00000000000E+000
+4.33800000000E+005, +5.71492167003E-001, +0.00000000000E+000
+4.34000000000E+005, +5.71213578933E-001, +0.00000000000E+000
+4.34200000000E+005, +5.70875437353E-001, +0.00000000000E+000
+4.34400000000E+005, +5.70672091101E-001, +0.00000000000E+000
+4.34600000000E+005, +5.70246505560E-001, +0.00000000000E+000
+4.34800000000E+005, +5.69193873024E-001, +0.00000000000E+000
+4.35000000000E+005, +5.69026188273E-001, +0.00000000000E+000
+4.35200000000E+005, +5.68743047496E-001, +0.00000000000E+000
+4.35400000000E+005, +5.67620008208E-001, +0.00000000000E+000
+4.35600000000E+005, +5.66132410192E-001, +0.00000000000E+000
+4.35800000000E+005, +5.64924065124E-001, +0.00000000000E+000
+4.36000000000E+005, +5.63741259564E-001, +0.00000000000E+000
+4.36200000000E+005, +5.61612385428E-001, +0.00000000000E+000
+4.36400000000E+005, +5.60248695523E-001, +0.00000000000E+000
+4.36600000000E+005, +5.58141951871E-001, +0.00000000000E+000
+4.36800000000E+005, +5.55393415101E-001, +0.00000000000E+000
+4.37000000000E+005, +5.51873347558E-001, +0.00000000000E+000
+4.37200000000E+005, +5.49104169220E-001, +0.00000000000E+000
+4.37400000000E+005, +5.45122584559E-001, +0.00000000000E+000
+4.37600000000E+005, +5.42271952625E-001, +0.00000000000E+000
+4.37800000000E+005, +5.37417808753E-001, +0.00000000000E+000
+4.38000000000E+005, +5.31786198520E-001, +0.00000000000E+000
+4.38200000000E+005, +5.26959908726E-001, +0.00000000000E+000
+4.38400000000E+005, +5.21574517169E-001, +0.00000000000E+000
+4.38600000000E+005, +5.15444611023E-001, +0.00000000000E+000
+4.38800000000E+005, +5.10314355576E-001, +0.00000000000E+000
+4.39000000000E+005, +5.04403446969E-001, +0.00000000000E+000
+4.39200000000E+005, +4.98750671394E-001, +0.00000000000E+000
+4.39400000000E+005, +4.94282005872E-001, +0.00000000000E+000
+4.39600000000E+005, +4.90324003511E-001, +0.00000000000E+000
+4.39800000000E+005, +4.87815878083E-001, +0.00000000000E+000
+4.40000000000E+005, +4.85535264022E-001, +0.00000000000E+000
+4.40200000000E+005, +4.85271334842E-001, +0.00000000000E+000
+4.40400000000E+005, +4.86045101476E-001, +0.00000000000E+000
+4.40600000000E+005, +4.88512100345E-001, +0.00000000000E+000
+4.40800000000E+005, +4.91828392874E-001, +0.00000000000E+000
+4.41000000000E+005, +4.95904114722E-001, +0.00000000000E+000
+4.41200000000E+005, +4.99921117728E-001, +0.00000000000E+000
+4.41400000000E+005, +5.04162881210E-001, +0.00000000000E+000
+4.41600000000E+005, +5.08244501588E-001, +0.00000000000E+000
+4.41800000000E+005, +5.12630098231E-001, +0.00000000000E+000
+4.42000000000E+005, +5.16567877899E-001, +0.00000000000E+000
+4.42200000000E+005, +5.19874618109E-001, +0.00000000000E+000
+4.42400000000E+005, +5.23249645918E-001, +0.00000000000E+000
+4.42600000000E+005, +5.26814975760E-001, +0.00000000000E+000
+4.42800000000E+005, +5.29241965435E-001, +0.00000000000E+000
+4.43000000000E+005, +5.31454709583E-001, +0.00000000000E+000
+4.43200000000E+005, +5.34430808056E-001, +0.00000000000E+000
+4.43400000000E+005, +5.36149682166E-001, +0.00000000000E+000
+4.43600000000E+005, +5.38699364902E-001, +0.00000000000E+000
+4.43800000000E+005, +5.39968032317E-001, +0.00000000000E+000
+4.44000000000E+005, +5.41999492925E-001, +0.00000000000E+000
+4.44200000000E+005, +5.43962953901E-001, +0.00000000000E+000
+4.44400000000E+005, +5.44648509685E-001, +0.00000000000E+000
+4.44600000000E+005, +5.46541205132E-001, +0.00000000000E+000
+4.44800000000E+005, +5.47684724205E-001, +0.00000000000E+000
+4.45000000000E+005, +5.49207200433E-001, +0.00000000000E+000
+4.45200000000E+005, +5.50482405073E-001, +0.00000000000E+000
+4.45400000000E+005, +5.50914903479E-001, +0.00000000000E+000
+4.45600000000E+005, +5.52471505626E-001, +0.00000000000E+000
+4.45800000000E+005, +5.53476598250E-001, +0.00000000000E+000
+4.46000000000E+005, +5.55330716983E-001, +0.00000000000E+000
+4.46200000000E+005, +5.55448163146E-001, +0.00000000000E+000
+4.46400000000E+005, +5.56477946039E-001, +0.00000000000E+000
+4.46600000000E+005, +5.47484583700E-001, +0.00000000000E+000
+4.46800000000E+005, +5.62828987135E-001, +0.00000000000E+000
+4.47000000000E+005, +5.56786981141E-001, +0.00000000000E+000
+4.47200000000E+005, +5.60289753103E-001, +0.00000000000E+000
+4.47400000000E+005, +5.59939813347E-001, +0.00000000000E+000
+4.47600000000E+005, +5.60571791982E-001, +0.00000000000E+000
+4.47800000000E+005, +5.61058305718E-001, +0.00000000000E+000
+4.48000000000E+005, +5.61953668115E-001, +0.00000000000E+000
+4.48200000000E+005, +5.62824961374E-001, +0.00000000000E+000
+4.48400000000E+005, +5.63241966857E-001, +0.00000000000E+000
+4.48600000000E+005, +5.64433664147E-001, +0.00000000000E+000
+4.48800000000E+005, +5.64523643792E-001, +0.00000000000E+000
+4.49000000000E+005, +5.64937848544E-001, +0.00000000000E+000
+4.49200000000E+005, +5.65353028237E-001, +0.00000000000E+000
+4.49400000000E+005, +5.65988886223E-001, +0.00000000000E+000
+4.49600000000E+005, +5.65978199219E-001, +0.00000000000E+000
+4.49800000000E+005, +5.66409030708E-001, +0.00000000000E+000
+4.50000000000E+005, +5.67191350900E-001, +0.00000000000E+000
+4.50200000000E+005, +5.68601327870E-001, +0.00000000000E+000
+4.50400000000E+005, +5.67736170800E-001, +0.00000000000E+000
+4.50600000000E+005, +5.68084034512E-001, +0.00000000000E+000
+4.50800000000E+005, +5.69157343275E-001, +0.00000000000E+000
+4.51000000000E+005, +5.68815136225E-001, +0.00000000000E+000
+4.51200000000E+005, +5.70139445153E-001, +0.00000000000E+000
+4.51400000000E+005, +5.70619828653E-001, +0.00000000000E+000
+4.51600000000E+005, +5.70090519120E-001, +0.00000000000E+000
+4.51800000000E+005, +5.71190376686E-001, +0.00000000000E+000
+4.52000000000E+005, +5.71536975502E-001, +0.00000000000E+000
+4.52200000000E+005, +5.71797353688E-001, +0.00000000000E+000
+4.52400000000E+005, +5.71725724798E-001, +0.00000000000E+000
+4.52600000000E+005, +5.72437659053E-001, +0.00000000000E+000
+4.52800000000E+005, +5.72959371362E-001, +0.00000000000E+000
+4.53000000000E+005, +5.73261043348E-001, +0.00000000000E+000
+4.53200000000E+005, +5.73519774897E-001, +0.00000000000E+000
+4.53400000000E+005, +5.74049047065E-001, +0.00000000000E+000
+4.53600000000E+005, +5.73462533959E-001, +0.00000000000E+000
+4.53800000000E+005, +5.74045538072E-001, +0.00000000000E+000
+4.54000000000E+005, +5.74781272355E-001, +0.00000000000E+000
+4.54200000000E+005, +5.74956692288E-001, +0.00000000000E+000
+4.54400000000E+005, +5.75240092458E-001, +0.00000000000E+000
+4.54600000000E+005, +5.75296210391E-001, +0.00000000000E+000
+4.54800000000E+005, +5.75404164809E-001, +0.00000000000E+000
+4.55000000000E+005, +5.76400038629E-001, +0.00000000000E+000
+4.55200000000E+005, +5.76153697318E-001, +0.00000000000E+000
+4.55400000000E+005, +5.76140654991E-001, +0.00000000000E+000
