"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.57873550251E-001, +0.00000000000E+000
+4.20200000000E+005, +5.59631681275E-001, +0.00000000000E+000
+4.20400000000E+005, +5.60266010543E-001, +0.00000000000E+000
+4.20600000000E+005, +5.60726841472E-001, +0.00000000000E+000
+4.20800000000E+005, +5.60858893682E-001, +0.00000000000E+000
+4.21000000000E+005, +5.60869631515E-001, +0.00000000000E+000
+4.21200000000E+005, +5.61216957002E-001, +0.00000000000E+000
+4.21400000000E+005, +5.61774852358E-001, +0.00000000000E+000
+4.21600000000E+005, +5.61514499587E-001, +0.00000000000E+000
+4.21800000000E+005, +5.61379863097E-001, +0.00000000000E+000
+4.22000000000E+005, +5.61898528656E-001, +0.00000000000E+000
+4.22200000000E+005, +5.62155080878E-001, +0.00000000000E+000
+4.22400000000E+005, +5.62403366661E-001, +0.00000000000E+000
+4.22600000000E+005, +5.62909640366E-001, +0.00000000000E+000
+4.22800000000E+005, +5.62576165398E-001, +0.00000000000E+000
+4.23000000000E+005, +5.62780910883E-001, +0.00000000000E+000
+4.23200000000E+005, +5.63072845998E-001, +0.00000000000E+000
+4.23400000000E+005, +5.63854481214E-001, +0.00000000000E+000
+4.23600000000E+005, +5.63629864277E-001, +0.00000000000E+000
+4.23800000000E+005, +5.63936289205E-001, +0.00000000000E+000
+4.24000000000E+005, +5.64430462954E-001, +0.00000000000E+000
+4.24200000000E+005, +5.64324405059E-001, +0.00000000000E+000
+4.24400000000E+005, +5.64287967164E-001, +0.00000000000E+000
+4.24600000000E+005, +5.64756408555E-001, +0.00000000000E+000
+4.24800000000E+005, +5.64734061903E-001, +0.00000000000E+000
+4.25000000000E+005, +5.64989232069E-001, +0.00000000000E+000
+4.25200000000E+005, +5.65242202556E-001, +0.00000000000E+000
+4.25400000000E+005, +5.64778257443E-001, +0.00000000000E+000
+4.25600000000E+005, +5.65939706206E-001, +0.00000000000E+000
+4.25800000000E+005, +5.65544741309E-001, +0.00000000000E+000
+4.26000000000E+005, +5.65845401513E-001, +0.00000000000E+000
+4.26200000000E+005, +5.66409847591E-001, +0.00000000000E+000
+4.26400000000E+005, +5.66362892752E-001, +0.00000000000E+000
+4.26600000000E+005, +5.66411905207E-001, +0.00000000000E+000
+4.26800000000E+005, +5.67286807022E-001, +0.00000000000E+000
+4.27000000000E+005, +5.66995538500E-001, +0.00000000000E+000
+4.27200000000E+005, +5.67776049051E-001, +0.00000000000E+000
+4.27400000000E+005, +5.67448977596E-001, +0.00000000000E+000
+4.27600000000E+005, +5.67823855857E-001, +0.00000000000E+000
+4.27800000000E+005, +5.68139542299E-001, +0.00000000000E+000
+4.28000000000E+005, +5.68420750392E-001, +0.00000000000E+000
+4.28200000000E+005, +5.68530743678E-001, +0.00000000000E+000
+4.28400000000E+005, +5.68529300730E-001, +0.00000000000E+000
+4.28600000000E+005, +5.69113621845E-001, +0.00000000000E+000
+4.28800000000E+005, +5.69108377339E-001, +0.00000000000E+000
+4.29000000000E+005, +5.69179794659E-001, +0.00000000000E+000
+4.29200000000E+005, +5.69817891861E-001, +0.00000000000E+000
+4.29400000000E+005, +5.69776138542E-001, +0.00000000000E+000
+4.29600000000E+005, +5.69894620721E-001, +0.00000000000E+000
+4.29800000000E+005, +5.70233529504E-001, +0.00000000000E+000
+4.30000000000E+005, +5.70357797274E-001, +0.00000000000E+000
+4.30200000000E+005, +5.70244045823E-001, +0.00000000000E+000
+4.30400000000E+005, +5.70736055981E-001, +0.00000000000E+000
+4.30600000000E+005, +5.71014099889E-001, +0.00000000000E+000
+4.30800000000E+005, +5.70927894152E-001, +0.00000000000E+000
+4.31000000000E+005, +5.70830157170E-001, +0.00000000000E+000
+4.31200000000E+005, +5.71206787221E-001, +0.00000000000E+000
+4.31400000000E+005, +5.70991871383E-001, +0.00000000000E+000
+4.31600000000E+005, +5.71302039441E-001, +0.00000000000E+000
+4.31800000000E+005, +5.71190542064E-001, +0.00000000000E+000
+4.32000000000E+005, +5.71488942088E-001, +0.00000000000E+000
+4.32200000000E+005, +5.71459708605E-001, +0.00000000000E+000
+4.32400000000E+005, +5.71184210656E-001, +0.00000000000E+000
+4.32600000000E+005, +5.71864374788E-001, +0.00000000000E+000
+4.32800000000E+005, +5.71787661317E-001, +0.00000000000E+000
+4.33000000000E+005, +5.71487272784E-001, +0.00000000000E+000
+4.33200000000E+005, +5.71576223726E-001, +0.00000000000E+000
+4.33400000000E+005, +5.71688216753E-001, +0.00000000000E+000
+4.33600000000E+005, +5.71414269524E-001, +0.00000000000E+000
+4.33800000000E+005, +5.71168557249E-001, +0.00000000000E+000
+4.34000000000E+005, +5.71027844919E-001, +0.00000000000E+000
+4.34200000000E+005, +5.71126521880E-001, +0.00000000000E+000
+4.34400000000E+005, +5.70286551054E-001, +0.00000000000E+000
+4.34600000000E+005, +5.69900489921E-001, +0.00000000000E+000
+4.34800000000E+005, +5.69387359418E-001, +0.00000000000E+000
+4.35000000000E+005, +5.68656015182E-001, +0.00000000000E+000
+4.35200000000E+005, +5.68009084152E-001, +0.00000000000E+000
+4.35400000000E+005, +5.67071303423E-001, +0.00000000000E+000
+4.35600000000E+005, +5.66479545943E-001, +0.00000000000E+000
+4.35800000000E+005, +5.65107648481E-001, +0.00000000000E+000
+4.36000000000E+005, +5.63802363264E-001, +0.00000000000E+000
+4.36200000000E+005, +5.61479471716E-001, +0.00000000000E+000
+4.36400000000E+005, +5.59386419966E-001, +0.00000000000E+000
+4.36600000000E+005, +5.57824648878E-001, +0.00000000000E+000
+4.36800000000E+005, +5.55315211325E-001, +0.00000000000E+000
+4.37000000000E+005, +5.52178906717E-001, +0.00000000000E+000
+4.37200000000E+005, +5.49002909070E-001, +0.00000000000E+000
+4.37400000000E+005, +5.45133996141E-001, +0.00000000000E+000
+4.37600000000E+005, +5.41046621966E-001, +0.00000000000E+000
+4.37800000000E+005, +5.36950956327E-001, +0.00000000000E+000
+4.38000000000E+005, +5.31874699579E-001, +0.00000000000E+000
+4.38200000000E+005, +5.26519235606E-001, +0.00000000000E+000
+4.38400000000E+005, +5.21445578396E-001, +0.00000000000E+000
+4.38600000000E+005, +5.15523211326E-001, +0.00000000000E+000
+4.38800000000E+005, +5.09603561858E-001, +0.00000000000E+000
+4.39000000000E+005, +5.03989537739E-001, +0.00000000000E+000
+4.39200000000E+005, +4.98418415740E-001, +0.00000000000E+000
+4.39400000000E+005, +4.93889575909E-001, +0.00000000000E+000
+4.39600000000E+005, +4.90403511725E-001, +0.00000000000E+000
+4.39800000000E+005, +4.87666157057E-001, +0.00000000000E+000
+4.40000000000E+005, +4.85723933304E-001, +0.00000000000E+000
+4.40200000000E+005, +4.85619668952E-001, +0.00000000000E+000
+4.40400000000E+005, +4.87009296267E-001, +0.00000000000E+000
+4.40600000000E+005, +4.89016782788E-001, +0.00000000000E+000
+4.40800000000E+005, +4.92620010022E-001, +0.00000000000E+000
+4.41000000000E+005, +4.96281774677E-001, +0.00000000000E+000
+4.41200000000E+005, +5.00209969092E-001, +0.00000000000E+000
+4.41400000000E+005, +5.04386944605E-001, +0.00000000000E+000
+4.41600000000E+005, +5.09079573264E-001, +0.00000000000E+000
+4.41800000000E+005, +5.12516303719E-001, +0.00000000000E+000
+4.42000000000E+005, +5.16832771871E-001, +0.00000000000E+000
+4.42200000000E+005, +5.20404292582E-001, +0.00000000000E+000
+4.42400000000E+005, +5.23712834844E-001, +0.00000000000E+000
+4.42600000000E+005, +5.26731461917E-001, +0.00000000000E+000
+4.42800000000E+005, +5.29908151001E-001, +0.00000000000E+000
+4.43000000000E+005, +5.31699922747E-001, +0.00000000000E+000
