"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.56662069520E-001, +0.00000000000E+000
+4.20200000000E+005, +5.59087685432E-001, +0.00000000000E+000
+4.20400000000E+005, +5.59983941798E-001, +0.00000000000E+000
+4.20600000000E+005, +5.59965972073E-001, +0.00000000000E+000
+4.20800000000E+005, +5.60892178150E-001, +0.00000000000E+000
+4.21000000000E+005, +5.60688384779E-001, +0.00000000000E+000
+4.21200000000E+005, +5.61124743714E-001, +0.00000000000E+000
+4.21400000000E+005, +5.61121029994E-001, +0.00000000000E+000
+4.21600000000E+005, +5.61278492807E-001, +0.00000000000E+000
+4.21800000000E+005, +5.61507082161E-001, +0.00000000000E+000
+4.22000000000E+005, +5.61199058935E-001, +0.00000000000E+000
+4.22200000000E+005, +5.61972285306E-001, +0.00000000000E+000
+4.22400000000E+005, +5.61861337471E-001, +0.00000000000E+000
+4.22600000000E+005, +5.62169616754E-001, +0.00000000000E+000
+4.22800000000E+005, +5.62573033902E-001, +0.00000000000E+000
+4.23000000000E+005, +5.61907777456E-001, +0.00000000000E+000
+4.23200000000E+005, +5.62889406895E-001, +0.00000000000E+000
+4.23400000000E+005, +5.62871833572E-001, +0.00000000000E+000
+4.23600000000E+005, +5.63398364757E-001, +0.00000000000E+000
+4.23800000000E+005, +5.63757546966E-001, +0.00000000000E+000
+4.24000000000E+005, +5.63475357149E-001, +0.00000000000E+000
+4.24200000000E+005, +5.64039118782E-001, +0.00000000000E+000
+4.24400000000E+005, +5.64209694230E-001, +0.00000000000E+000
+4.24600000000E+005, +5.63929499404E-001, +0.00000000000E+000
+4.24800000000E+005, +5.64452017824E-001, +0.00000000000E+000
+4.25000000000E+005, +5.65227524340E-001, +0.00000000000E+000
+4.25200000000E+005, +5.64991698158E-001, +0.00000000000E+000
+4.25400000000E+005, +5.65158675006E-001, +0.00000000000E+000
+4.25600000000E+005, +5.65434232987E-001, +0.00000000000E+000
+4.25800000000E+005, +5.64728791059E-001, +0.00000000000E+000
+4.26000000000E+005, +5.65482428541E-001, +0.00000000000E+000
+4.26200000000E+005, +5.65422094287E-001, +0.00000000000E+000
+4.26400000000E+005, +5.66103027907E-001, +0.00000000000E+000
+4.26600000000E+005, +5.66881162824E-001, +0.00000000000E+000
+4.26800000000E+005, +5.65997732543E-001, +0.00000000000E+000
+4.27000000000E+005, +5.66775089841E-001, +0.00000000000E+000
+4.27200000000E+005, +5.66974106916E-001, +0.00000000000E+000
+4.27400000000E+005, +5.67429762160E-001, +0.00000000000E+000
+4.27600000000E+005, +5.67631232379E-001, +0.00000000000E+000
+4.27800000000E+005, +5.68011196884E-001, +0.00000000000E+000
+4.28000000000E+005, +5.67200963643E-001, +0.00000000000E+000
+4.28200000000E+005, +5.67912192579E-001, +0.00000000000E+000
+4.28400000000E+005, +5.68095197294E-001, +0.00000000000E+000
+4.28600000000E+005, +5.67847676085E-001, +0.00000000000E+000
+4.28800000000E+005, +5.68520111574E-001, +0.00000000000E+000
+4.29000000000E+005, +5.68985254649E-001, +0.00000000000E+000
+4.29200000000E+005, +5.69026083406E-001, +0.00000000000E+000
+4.29400000000E+005, +5.68918911975E-001, +0.00000000000E+000
+4.29600000000E+005, +5.69109190301E-001, +0.00000000000E+000
+4.29800000000E+005, +5.69119120839E-001, +0.00000000000E+000
+4.30000000000E+005, +5.69694272186E-001, +0.00000000000E+000
+4.30200000000E+005, +5.69487175674E-001, +0.00000000000E+000
+4.30400000000E+005, +5.70447833859E-001, +0.00000000000E+000
+4.30600000000E+005, +5.70043574418E-001, +0.00000000000E+000
+4.30800000000E+005, +5.70439110892E-001, +0.00000000000E+000
+4.31000000000E+005, +5.70067215529E-001, +0.00000000000E+000
+4.31200000000E+005, +5.70976638605E-001, +0.00000000000E+000
+4.31400000000E+005, +5.70409980302E-001, +0.00000000000E+000
+4.31600000000E+005, +5.70760102116E-001, +0.00000000000E+000
+4.31800000000E+005, +5.70894531896E-001, +0.00000000000E+000
+4.32000000000E+005, +5.70792811186E-001, +0.00000000000E+000
+4.32200000000E+005, +5.70518900673E-001, +0.00000000000E+000
+4.32400000000E+005, +5.70908075967E-001, +0.00000000000E+000
+4.32600000000E+005, +5.70878919255E-001, +0.00000000000E+000
+4.32800000000E+005, +5.71000412098E-001, +0.00000000000E+000
+4.33000000000E+005, +5.71102117915E-001, +0.00000000000E+000
+4.33200000000E+005, +5.70863173316E-001, +0.00000000000E+000
+4.33400000000E+005, +5.71214117909E-001, +0.00000000000E+000
+4.33600000000E+005, +5.70473467926E-001, +0.00000000000E+000
+4.33800000000E+005, +5.70733294662E-001, +0.00000000000E+000
+4.34000000000E+005, +5.70150961045E-001, +0.00000000000E+000
+4.34200000000E+005, +5.69866435980E-001, +0.00000000000E+000
+4.34400000000E+005, +5.69508369001E-001, +0.00000000000E+000
+4.34600000000E+005, +5.69038755692E-001, +0.00000000000E+000
+4.34800000000E+005, +5.68132106773E-001, +0.00000000000E+000
+4.35000000000E+005, +5.68012610478E-001, +0.00000000000E+000
+4.35200000000E+005, +5.66810524435E-001, +0.00000000000E+000
+4.35400000000E+005, +5.66174592085E-001, +0.00000000000E+000
+4.35600000000E+005, +5.63848798865E-001, +0.00000000000E+000
+4.35800000000E+005, +5.63548745890E-001, +0.00000000000E+000
+4.36000000000E+005, +5.61016482298E-001, +0.00000000000E+000
+4.36200000000E+005, +5.59513517050E-001, +0.00000000000E+000
+4.36400000000E+005, +5.57382701792E-001, +0.00000000000E+000
+4.36600000000E+005, +5.54745234501E-001, +0.00000000000E+000
+4.36800000000E+005, +5.52363500531E-001, +0.00000000000E+000
+4.37000000000E+005, +5.48711897680E-001, +0.00000000000E+000
+4.37200000000E+005, +5.45006440194E-001, +0.00000000000E+000
+4.37400000000E+005, +5.41102918688E-001, +0.00000000000E+000
+4.37600000000E+005, +5.37120419644E-001, +0.00000000000E+000
+4.37800000000E+005, +5.32258350286E-001, +0.00000000000E+000
+4.38000000000E+005, +5.26729225162E-001, +0.00000000000E+000
+4.38200000000E+005, +5.22112006441E-001, +0.00000000000E+000
+4.38400000000E+005, +5.16712432251E-001, +0.00000000000E+000
+4.38600000000E+005, +5.11651487069E-001, +0.00000000000E+000
+4.38800000000E+005, +5.06240796271E-001, +0.00000000000E+000
+4.39000000000E+005, +5.01757444355E-001, +0.00000000000E+000
+4.39200000000E+005, +4.97898331112E-001, +0.00000000000E+000
+4.39400000000E+005, +4.95184837803E-001, +0.00000000000E+000
+4.39600000000E+005, +4.93571704208E-001, +0.00000000000E+000
+4.39800000000E+005, +4.93186291561E-001, +0.00000000000E+000
+4.40000000000E+005, +4.93541736290E-001, +0.00000000000E+000
+4.40200000000E+005, +4.95445615905E-001, +0.00000000000E+000
+4.40400000000E+005, +4.98452000659E-001, +0.00000000000E+000
