"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.58166552072E-001, +0.00000000000E+000
+4.20200000000E+005, +5.59667312282E-001, +0.00000000000E+000
+4.20400000000E+005, +5.60202794471E-001, +0.00000000000E+000
+4.20600000000E+005, +5.60700386938E-001, +0.00000000000E+000
+4.20800000000E+005, +5.60932021087E-001, +0.00000000000E+000
+4.21000000000E+005, +5.61078098601E-001, +0.00000000000E+000
+4.21200000000E+005, +5.61490183113E-001, +0.00000000000E+000
+4.21400000000E+005, +5.61116887557E-001, +0.00000000000E+000
+4.21600000000E+005, +5.62021201502E-001, +0.00000000000E+000
+4.21800000000E+005, +5.62163772428E-001, +0.00000000000E+000
+4.22000000000E+005, +5.61799497941E-001, +0.00000000000E+000
+4.22200000000E+005, +5.62394935756E-001, +0.00000000000E+000
+4.22400000000E+005, +5.62407068496E-001, +0.00000000000E+000
+4.22600000000E+005, +5.62629718425E-001, +0.00000000000E+000
+4.22800000000E+005, +5.62696958604E-001, +0.00000000000E+000
+4.23000000000E+005, +5.63070542459E-001, +0.00000000000E+000
+4.23200000000E+005, +5.63105897301E-001, +0.00000000000E+000
+4.23400000000E+005, +5.63529653172E-001, +0.00000000000E+000
+4.23600000000E+005, +5.63518447354E-001, +0.00000000000E+000
+4.23800000000E+005, +5.64171852908E-001, +0.00000000000E+000
+4.24000000000E+005, +5.64396973033E-001, +0.00000000000E+000
+4.24200000000E+005, +5.64386415807E-001, +0.00000000000E+000
+4.24400000000E+005, +5.65190112590E-001, +0.00000000000E+000
+4.24600000000E+005, +5.64685684781E-001, +0.00000000000E+000
+4.24800000000E+005, +5.65003246501E-001, +0.00000000000E+000
+4.25000000000E+005, +5.65320231623E-001, +0.00000000000E+000
+4.25200000000E+005, +5.64845679127E-001, +0.00000000000E+000
+4.25400000000E+005, +5.65847949001E-001, +0.00000000000E+000
+4.25600000000E+005, +5.65934333276E-001, +0.00000000000E+000
+4.25800000000E+005, +5.65524404902E-001, +0.00000000000E+000
+4.26000000000E+005, +5.66316122675E-001, +0.00000000000E+000
+4.26200000000E+005, +5.66381147356E-001, +0.00000000000E+000
+4.26400000000E+005, +5.67042483257E-001, +0.00000000000E+000
+4.26600000000E+005, +5.67205070998E-001, +0.00000000000E+000
+4.26800000000E+005, +5.67298346024E-001, +0.00000000000E+000
+4.27000000000E+005, +5.67957560960E-001, +0.00000000000E+000
+4.27200000000E+005, +5.67387888640E-001, +0.00000000000E+000
+4.27400000000E+005, +5.67216677963E-001, +0.00000000000E+000
+4.27600000000E+005, +5.68255302690E-001, +0.00000000000E+000
+4.27800000000E+005, +5.68246271155E-001, +0.00000000000E+000
+4.28000000000E+005, +5.68284928668E-001, +0.00000000000E+000
+4.28200000000E+005, +5.68404116214E-001, +0.00000000000E+000
+4.28400000000E+005, +5.68798245468E-001, +0.00000000000E+000
+4.28600000000E+005, +5.69171848528E-001, +0.00000000000E+000
+4.28800000000E+005, +5.69555118632E-001, +0.00000000000E+000
+4.29000000000E+005, +5.69355819934E-001, +0.00000000000E+000
