"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.55215362846E-001, +0.00000000000E+000
+4.20200000000E+005, +5.56621970376E-001, +0.00000000000E+000
+4.20400000000E+005, +5.57358462135E-001, +0.00000000000E+000
+4.20600000000E+005, +5.58158527771E-001, +0.00000000000E+000
+4.20800000000E+005, +5.58520374775E-001, +0.00000000000E+000
+4.21000000000E+005, +5.58260129131E-001, +0.00000000000E+000
+4.21200000000E+005, +5.58641022504E-001, +0.00000000000E+000
+4.21400000000E+005, +5.58708421594E-001, +0.00000000000E+000
+4.21600000000E+005, +5.58969078028E-001, +0.00000000000E+000
+4.21800000000E+005, +5.59387807998E-001, +0.00000000000E+000
+4.22000000000E+005, +5.59537284983E-001, +0.00000000000E+000
+4.22200000000E+005, +5.59405678931E-001, +0.00000000000E+000
+4.22400000000E+005, +5.60062672300E-001, +0.00000000000E+000
+4.22600000000E+005, +5.59613174855E-001, +0.00000000000E+000
+4.22800000000E+005, +5.59580856517E-001, +0.00000000000E+000
+4.23000000000E+005, +5.60630211407E-001, +0.00000000000E+000
+4.23200000000E+005, +5.60558862573E-001, +0.00000000000E+000
+4.23400000000E+005, +5.60842213638E-001, +0.00000000000E+000
+4.23600000000E+005, +5.60784853110E-001, +0.00000000000E+000
+4.23800000000E+005, +5.61612362161E-001, +0.00000000000E+000
+4.24000000000E+005, +5.61743458916E-001, +0.00000000000E+000
+4.24200000000E+005, +5.61727369627E-001, +0.00000000000E+000
+4.24400000000E+005, +5.62316632716E-001, +0.00000000000E+000
+4.24600000000E+005, +5.62131764265E-001, +0.00000000000E+000
+4.24800000000E+005, +5.61860541036E-001, +0.00000000000E+000
+4.25000000000E+005, +5.62068497439E-001, +0.00000000000E+000
+4.25200000000E+005, +5.62542889300E-001, +0.00000000000E+000
+4.25400000000E+005, +5.62356685731E-001, +0.00000000000E+000
+4.25600000000E+005, +5.62699313616E-001, +0.00000000000E+000
+4.25800000000E+005, +5.62873477967E-001, +0.00000000000E+000
+4.26000000000E+005, +5.63942451669E-001, +0.00000000000E+000
+4.26200000000E+005, +5.63391561517E-001, +0.00000000000E+000
+4.26400000000E+005, +5.64217600824E-001, +0.00000000000E+000
+4.26600000000E+005, +5.64023957244E-001, +0.00000000000E+000
+4.26800000000E+005, +5.64049395519E-001, +0.00000000000E+000
+4.27000000000E+005, +5.64009270872E-001, +0.00000000000E+000
+4.27200000000E+005, +5.63882794949E-001, +0.00000000000E+000
+4.27400000000E+005, +5.64485453525E-001, +0.00000000000E+000
+4.27600000000E+005, +5.64913898596E-001, +0.00000000000E+000
+4.27800000000E+005, +5.65140939232E-001, +0.00000000000E+000
+4.28000000000E+005, +5.65109577454E-001, +0.00000000000E+000
+4.28200000000E+005, +5.65776920290E-001, +0.00000000000E+000
+4.28400000000E+005, +5.65560603175E-001, +0.00000000000E+000
+4.28600000000E+005, +5.65246562519E-001, +0.00000000000E+000
+4.28800000000E+005, +5.65942100254E-001, +0.00000000000E+000
+4.29000000000E+005, +5.65633015668E-001, +0.00000000000E+000
+4.29200000000E+005, +5.66282326014E-001, +0.00000000000E+000
+4.29400000000E+005, +5.66909770375E-001, +0.00000000000E+000
+4.29600000000E+005, +5.66492134351E-001, +0.00000000000E+000
+4.29800000000E+005, +5.66686186273E-001, +0.00000000000E+000
+4.30000000000E+005, +5.67286552101E-001, +0.00000000000E+000
+4.30200000000E+005, +5.67574206628E-001, +0.00000000000E+000
+4.30400000000E+005, +5.67350339463E-001, +0.00000000000E+000
+4.30600000000E+005, +5.67182477445E-001, +0.00000000000E+000
+4.30800000000E+005, +5.67378733612E-001, +0.00000000000E+000
+4.31000000000E+005, +5.67676540831E-001, +0.00000000000E+000
+4.31200000000E+005, +5.67753984422E-001, +0.00000000000E+000
+4.31400000000E+005, +5.67829435704E-001, +0.00000000000E+000
+4.31600000000E+005, +5.68016808080E-001, +0.00000000000E+000
+4.31800000000E+005, +5.67840671320E-001, +0.00000000000E+000
+4.32000000000E+005, +5.67847375292E-001, +0.00000000000E+000
+4.32200000000E+005, +5.67744513348E-001, +0.00000000000E+000
+4.32400000000E+005, +5.68174432922E-001, +0.00000000000E+000
+4.32600000000E+005, +5.67746368169E-001, +0.00000000000E+000
+4.32800000000E+005, +5.67699081651E-001, +0.00000000000E+000
+4.33000000000E+005, +5.68288832140E-001, +0.00000000000E+000
+4.33200000000E+005, +5.67515116873E-001, +0.00000000000E+000
+4.33400000000E+005, +5.67833711531E-001, +0.00000000000E+000
+4.33600000000E+005, +5.67180280849E-001, +0.00000000000E+000
+4.33800000000E+005, +5.67147356097E-001, +0.00000000000E+000
+4.34000000000E+005, +5.67233962007E-001, +0.00000000000E+000
+4.34200000000E+005, +5.66697331864E-001, +0.00000000000E+000
+4.34400000000E+005, +5.66084435719E-001, +0.00000000000E+000
+4.34600000000E+005, +5.65468298828E-001, +0.00000000000E+000
+4.34800000000E+005, +5.64695799540E-001, +0.00000000000E+000
+4.35000000000E+005, +5.64045814769E-001, +0.00000000000E+000
+4.35200000000E+005, +5.62931042598E-001, +0.00000000000E+000
+4.35400000000E+005, +5.61970921853E-001, +0.00000000000E+000
+4.35600000000E+005, +5.60898551554E-001, +0.00000000000E+000
+4.35800000000E+005, +5.59482073451E-001, +0.00000000000E+000
+4.36000000000E+005, +5.57656977702E-001, +0.00000000000E+000
+4.36200000000E+005, +5.55031562129E-001, +0.00000000000E+000
+4.36400000000E+005, +5.53027740197E-001, +0.00000000000E+000
+4.36600000000E+005, +5.50371101728E-001, +0.00000000000E+000
+4.36800000000E+005, +5.47463989617E-001, +0.00000000000E+000
+4.37000000000E+005, +5.43936082490E-001, +0.00000000000E+000
+4.37200000000E+005, +5.41090147188E-001, +0.00000000000E+000
+4.37400000000E+005, +5.36531679943E-001, +0.00000000000E+000
+4.37600000000E+005, +5.31823053442E-001, +0.00000000000E+000
+4.37800000000E+005, +5.27681369905E-001, +0.00000000000E+000
+4.38000000000E+005, +5.22834213686E-001, +0.00000000000E+000
+4.38200000000E+005, +5.18764602365E-001, +0.00000000000E+000
+4.38400000000E+005, +5.14295694759E-001, +0.00000000000E+000
+4.38600000000E+005, +5.10657879843E-001, +0.00000000000E+000
+4.38800000000E+005, +5.06557495678E-001, +0.00000000000E+000
+4.39000000000E+005, +5.03991997098E-001, +0.00000000000E+000
+4.39200000000E+005, +5.02595439156E-001, +0.00000000000E+000
+4.39400000000E+005, +5.01392123688E-001, +0.00000000000E+000
+4.39600000000E+005, +5.01495327762E-001, +0.00000000000E+000
+4.39800000000E+005, +5.02616651103E-001, +0.00000000000E+000
+4.40000000000E+005, +5.04208537083E-001, +0.00000000000E+000
+4.40200000000E+005, +5.08028889020E-001, +0.00000000000E+000
+4.40400000000E+005, +5.10911932377E-001, +0.00000000000E+000
+4.40600000000E+005, +5.14285578591E-001, +0.00000000000E+000
+4.40800000000E+005, +5.18242025111E-001, +0.00000000000E+000
+4.41000000000E+005, +5.21378974326E-001, +0.00000000000E+000
+4.41200000000E+005, +5.24446909125E-001, +0.00000000000E+000
+4.41400000000E+005, +5.27329248685E-001, +0.00000000000E+000
