"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.58579611891E-001, +0.00000000000E+000
+4.20200000000E+005, +5.60238994446E-001, +0.00000000000E+000
+4.20400000000E+005, +5.60753826045E-001, +0.00000000000E+000
+4.20600000000E+005, +5.60721297620E-001, +0.00000000000E+000
+4.20800000000E+005, +5.61088230858E-001, +0.00000000000E+000
+4.21000000000E+005, +5.61367297571E-001, +0.00000000000E+000
+4.21200000000E+005, +5.60787996589E-001, +0.00000000000E+000
+4.21400000000E+005, +5.61681124959E-001, +0.00000000000E+000
+4.21600000000E+005, +5.61573659188E-001, +0.00000000000E+000
+4.21800000000E+005, +5.61709687148E-001, +0.00000000000E+000
+4.22000000000E+005, +5.62381138044E-001, +0.00000000000E+000
+4.22200000000E+005, +5.62122226096E-001, +0.00000000000E+000
+4.22400000000E+005, +5.63090435250E-001, +0.00000000000E+000
+4.22600000000E+005, +5.62601269273E-001, +0.00000000000E+000
+4.22800000000E+005, +5.62553283163E-001, +0.00000000000E+000
+4.23000000000E+005, +5.62472943409E-001, +0.00000000000E+000
+4.23200000000E+005, +5.62851284398E-001, +0.00000000000E+000
+4.23400000000E+005, +5.63264225001E-001, +0.00000000000E+000
+4.23600000000E+005, +5.63211424356E-001, +0.00000000000E+000
+4.23800000000E+005, +5.63330997784E-001, +0.00000000000E+000
+4.24000000000E+005, +5.63947123925E-001, +0.00000000000E+000
+4.24200000000E+005, +5.63939694583E-001, +0.00000000000E+000
+4.24400000000E+005, +5.63798551074E-001, +0.00000000000E+000
+4.24600000000E+005, +5.64339391371E-001, +0.00000000000E+000
+4.24800000000E+005, +5.64341479990E-001, +0.00000000000E+000
+4.25000000000E+005, +5.64973670538E-001, +0.00000000000E+000
+4.25200000000E+005, +5.64883974634E-001, +0.00000000000E+000
+4.25400000000E+005, +5.64947830554E-001, +0.00000000000E+000
+4.25600000000E+005, +5.65636576995E-001, +0.00000000000E+000
+4.25800000000E+005, +5.65757134032E-001, +0.00000000000E+000
+4.26000000000E+005, +5.66276937831E-001, +0.00000000000E+000
+4.26200000000E+005, +5.66539501999E-001, +0.00000000000E+000
+4.26400000000E+005, +5.66330741805E-001, +0.00000000000E+000
+4.26600000000E+005, +5.66796624529E-001, +0.00000000000E+000
+4.26800000000E+005, +5.66630419551E-001, +0.00000000000E+000
+4.27000000000E+005, +5.67221734693E-001, +0.00000000000E+000
+4.27200000000E+005, +5.67511004273E-001, +0.00000000000E+000
+4.27400000000E+005, +5.67621017088E-001, +0.00000000000E+000
+4.27600000000E+005, +5.67987041646E-001, +0.00000000000E+000
+4.27800000000E+005, +5.67937393588E-001, +0.00000000000E+000
+4.28000000000E+005, +5.68224075148E-001, +0.00000000000E+000
+4.28200000000E+005, +5.68597025978E-001, +0.00000000000E+000
+4.28400000000E+005, +5.68634591267E-001, +0.00000000000E+000
+4.28600000000E+005, +5.69247016915E-001, +0.00000000000E+000
+4.28800000000E+005, +5.69273111500E-001, +0.00000000000E+000
+4.29000000000E+005, +5.69195406537E-001, +0.00000000000E+000
+4.29200000000E+005, +5.69325239375E-001, +0.00000000000E+000
+4.29400000000E+005, +5.69549458893E-001, +0.00000000000E+000
+4.29600000000E+005, +5.69465723102E-001, +0.00000000000E+000
+4.29800000000E+005, +5.70126024515E-001, +0.00000000000E+000
+4.30000000000E+005, +5.70701398659E-001, +0.00000000000E+000
+4.30200000000E+005, +5.70770440414E-001, +0.00000000000E+000
+4.30400000000E+005, +5.70361605765E-001, +0.00000000000E+000
+4.30600000000E+005, +5.70581985581E-001, +0.00000000000E+000
+4.30800000000E+005, +5.70616127912E-001, +0.00000000000E+000
+4.31000000000E+005, +5.71327757788E-001, +0.00000000000E+000
+4.31200000000E+005, +5.70965643412E-001, +0.00000000000E+000
+4.31400000000E+005, +5.71297352229E-001, +0.00000000000E+000
+4.31600000000E+005, +5.71495792295E-001, +0.00000000000E+000
+4.31800000000E+005, +5.71404992871E-001, +0.00000000000E+000
+4.32000000000E+005, +5.71479571802E-001, +0.00000000000E+000
+4.32200000000E+005, +5.72536098551E-001, +0.00000000000E+000
+4.32400000000E+005, +5.71824740702E-001, +0.00000000000E+000
+4.32600000000E+005, +5.72197244009E-001, +0.00000000000E+000
+4.32800000000E+005, +5.72321241210E-001, +0.00000000000E+000
+4.33000000000E+005, +5.72062595513E-001, +0.00000000000E+000
+4.33200000000E+005, +5.71580457021E-001, +0.00000000000E+000
+4.33400000000E+005, +5.71684987079E-001, +0.00000000000E+000
+4.33600000000E+005, +5.71632580901E-001, +0.00000000000E+000
+4.33800000000E+005, +5.71758230692E-001, +0.00000000000E+000
+4.34000000000E+005, +5.71223882870E-001, +0.00000000000E+000
+4.34200000000E+005, +5.70991450798E-001, +0.00000000000E+000
+4.34400000000E+005, +5.70553836946E-001, +0.00000000000E+000
+4.34600000000E+005, +5.70284368651E-001, +0.00000000000E+000
+4.34800000000E+005, +5.70514986853E-001, +0.00000000000E+000
+4.35000000000E+005, +5.69940664237E-001, +0.00000000000E+000
+4.35200000000E+005, +5.69304279264E-001, +0.00000000000E+000
+4.35400000000E+005, +5.68153859480E-001, +0.00000000000E+000
+4.35600000000E+005, +5.67611774062E-001, +0.00000000000E+000
+4.35800000000E+005, +5.65812984730E-001, +0.00000000000E+000
+4.36000000000E+005, +5.65020285565E-001, +0.00000000000E+000
+4.36200000000E+005, +5.63307540303E-001, +0.00000000000E+000
