"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.55330483205E-001, +0.00000000000E+000
+4.20200000000E+005, +5.56619066612E-001, +0.00000000000E+000
+4.20400000000E+005, +5.57719471208E-001, +0.00000000000E+000
+4.20600000000E+005, +5.57642732674E-001, +0.00000000000E+000
+4.20800000000E+005, +5.58019532916E-001, +0.00000000000E+000
+4.21000000000E+005, +5.58188356454E-001, +0.00000000000E+000
+4.21200000000E+005, +5.58229841461E-001, +0.00000000000E+000
+4.21400000000E+005, +5.58266593960E-001, +0.00000000000E+000
+4.21600000000E+005, +5.59185239805E-001, +0.00000000000E+000
+4.21800000000E+005, +5.59469357167E-001, +0.00000000000E+000
+4.22000000000E+005, +5.59255418699E-001, +0.00000000000E+000
+4.22200000000E+005, +5.59601424179E-001, +0.00000000000E+000
+4.22400000000E+005, +5.59802356927E-001, +0.00000000000E+000
+4.22600000000E+005, +5.60548407346E-001, +0.00000000000E+000
+4.22800000000E+005, +5.60939241784E-001, +0.00000000000E+000
+4.23000000000E+005, +5.60109703609E-001, +0.00000000000E+000
+4.23200000000E+005, +5.60961612942E-001, +0.00000000000E+000
+4.23400000000E+005, +5.60441426543E-001, +0.00000000000E+000
+4.23600000000E+005, +5.60913570045E-001, +0.00000000000E+000
+4.23800000000E+005, +5.61319350370E-001, +0.00000000000E+000
+4.24000000000E+005, +5.61310991122E-001, +0.00000000000E+000
+4.24200000000E+005, +5.61673429866E-001, +0.00000000000E+000
+4.24400000000E+005, +5.61782629913E-001, +0.00000000000E+000
+4.24600000000E+005, +5.61619048338E-001, +0.00000000000E+000
+4.24800000000E+005, +5.62639124411E-001, +0.00000000000E+000
+4.25000000000E+005, +5.62463377165E-001, +0.00000000000E+000
+4.25200000000E+005, +5.62720312329E-001, +0.00000000000E+000
+4.25400000000E+005, +5.62629541869E-001, +0.00000000000E+000
+4.25600000000E+005, +5.63269797151E-001, +0.00000000000E+000
+4.25800000000E+005, +5.63124897926E-001, +0.00000000000E+000
+4.26000000000E+005, +5.63720588457E-001, +0.00000000000E+000
+4.26200000000E+005, +5.63623105220E-001, +0.00000000000E+000
+4.26400000000E+005, +5.63486116434E-001, +0.00000000000E+000
+4.26600000000E+005, +5.63620521149E-001, +0.00000000000E+000
+4.26800000000E+005, +5.64244947882E-001, +0.00000000000E+000
+4.27000000000E+005, +5.64244916603E-001, +0.00000000000E+000
+4.27200000000E+005, +5.64458738114E-001, +0.00000000000E+000
+4.27400000000E+005, +5.64665919052E-001, +0.00000000000E+000
+4.27600000000E+005, +5.64646227450E-001, +0.00000000000E+000
+4.27800000000E+005, +5.64873606806E-001, +0.00000000000E+000
+4.28000000000E+005, +5.65426236210E-001, +0.00000000000E+000
+4.28200000000E+005, +5.65401880015E-001, +0.00000000000E+000
+4.28400000000E+005, +5.65653882408E-001, +0.00000000000E+000
+4.28600000000E+005, +5.65448959740E-001, +0.00000000000E+000
+4.28800000000E+005, +5.65780118099E-001, +0.00000000000E+000
+4.29000000000E+005, +5.65929418768E-001, +0.00000000000E+000
+4.29200000000E+005, +5.66016211257E-001, +0.00000000000E+000
+4.29400000000E+005, +5.66400255298E-001, +0.00000000000E+000
+4.29600000000E+005, +5.66427629495E-001, +0.00000000000E+000
+4.29800000000E+005, +5.67289064626E-001, +0.00000000000E+000
+4.30000000000E+005, +5.66490878356E-001, +0.00000000000E+000
+4.30200000000E+005, +5.66855452069E-001, +0.00000000000E+000
+4.30400000000E+005, +5.67593404487E-001, +0.00000000000E+000
+4.30600000000E+005, +5.67545220809E-001, +0.00000000000E+000
+4.30800000000E+005, +5.67069250396E-001, +0.00000000000E+000
+4.31000000000E+005, +5.67583772091E-001, +0.00000000000E+000
+4.31200000000E+005, +5.68258132180E-001, +0.00000000000E+000
+4.31400000000E+005, +5.68021387453E-001, +0.00000000000E+000
+4.31600000000E+005, +5.68069044392E-001, +0.00000000000E+000
+4.31800000000E+005, +5.68186452240E-001, +0.00000000000E+000
+4.32000000000E+005, +5.67855811319E-001, +0.00000000000E+000
+4.32200000000E+005, +5.67996580527E-001, +0.00000000000E+000
+4.32400000000E+005, +5.68482032013E-001, +0.00000000000E+000
+4.32600000000E+005, +5.67582558187E-001, +0.00000000000E+000
+4.32800000000E+005, +5.68381465759E-001, +0.00000000000E+000
+4.33000000000E+005, +5.67882509727E-001, +0.00000000000E+000
+4.33200000000E+005, +5.68176537205E-001, +0.00000000000E+000
+4.33400000000E+005, +5.67614375686E-001, +0.00000000000E+000
+4.33600000000E+005, +5.67456294396E-001, +0.00000000000E+000
+4.33800000000E+005, +5.67306482697E-001, +0.00000000000E+000
+4.34000000000E+005, +5.66769516325E-001, +0.00000000000E+000
+4.34200000000E+005, +5.66449617978E-001, +0.00000000000E+000
+4.34400000000E+005, +5.66323099457E-001, +0.00000000000E+000
+4.34600000000E+005, +5.65274535638E-001, +0.00000000000E+000
+4.34800000000E+005, +5.64791679966E-001, +0.00000000000E+000
+4.35000000000E+005, +5.64105463717E-001, +0.00000000000E+000
+4.35200000000E+005, +5.62635945251E-001, +0.00000000000E+000
+4.35400000000E+005, +5.61835602296E-001, +0.00000000000E+000
+4.35600000000E+005, +5.60853676389E-001, +0.00000000000E+000
+4.35800000000E+005, +5.59044512305E-001, +0.00000000000E+000
+4.36000000000E+005, +5.56880413809E-001, +0.00000000000E+000
+4.36200000000E+005, +5.55226425510E-001, +0.00000000000E+000
+4.36400000000E+005, +5.52673255106E-001, +0.00000000000E+000
+4.36600000000E+005, +5.50112415411E-001, +0.00000000000E+000
+4.36800000000E+005, +5.47300282029E-001, +0.00000000000E+000
+4.37000000000E+005, +5.43632232518E-001, +0.00000000000E+000
+4.37200000000E+005, +5.40430392041E-001, +0.00000000000E+000
+4.37400000000E+005, +5.36368040802E-001, +0.00000000000E+000
+4.37600000000E+005, +5.32182029031E-001, +0.00000000000E+000
+4.37800000000E+005, +5.27347880116E-001, +0.00000000000E+000
+4.38000000000E+005, +5.22625989889E-001, +0.00000000000E+000
+4.38200000000E+005, +5.18516719627E-001, +0.00000000000E+000
+4.38400000000E+005, +5.14346566140E-001, +0.00000000000E+000
+4.38600000000E+005, +5.09967045827E-001, +0.00000000000E+000
+4.38800000000E+005, +5.06750059659E-001, +0.00000000000E+000
+4.39000000000E+005, +5.03977825097E-001, +0.00000000000E+000
+4.39200000000E+005, +5.02205970948E-001, +0.00000000000E+000
+4.39400000000E+005, +5.01104744477E-001, +0.00000000000E+000
+4.39600000000E+005, +5.01290298834E-001, +0.00000000000E+000
+4.39800000000E+005, +5.02936859242E-001, +0.00000000000E+000
+4.40000000000E+005, +5.05085335955E-001, +0.00000000000E+000
+4.40200000000E+005, +5.07303259140E-001, +0.00000000000E+000
+4.40400000000E+005, +5.11322076484E-001, +0.00000000000E+000
+4.40600000000E+005, +5.14177402565E-001, +0.00000000000E+000
+4.40800000000E+005, +5.18037942470E-001, +0.00000000000E+000
+4.41000000000E+005, +5.21544232178E-001, +0.00000000000E+000
+4.41200000000E+005, +5.24707413526E-001, +0.00000000000E+000
