"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.55227516525E-001, +0.00000000000E+000
+4.20200000000E+005, +5.57457495269E-001, +0.00000000000E+000
+4.20400000000E+005, +5.58165891153E-001, +0.00000000000E+000
+4.20600000000E+005, +5.58088171321E-001, +0.00000000000E+000
+4.20800000000E+005, +5.57972621061E-001, +0.00000000000E+000
+4.21000000000E+005, +5.58087694896E-001, +0.00000000000E+000
+4.21200000000E+005, +5.58656568513E-001, +0.00000000000E+000
+4.21400000000E+005, +5.58604533620E-001, +0.00000000000E+000
+4.21600000000E+005, +5.59101005101E-001, +0.00000000000E+000
+4.21800000000E+005, +5.59314806227E-001, +0.00000000000E+000
+4.22000000000E+005, +5.59308412857E-001, +0.00000000000E+000
+4.22200000000E+005, +5.59279744448E-001, +0.00000000000E+000
+4.22400000000E+005, +5.60578850844E-001, +0.00000000000E+000
+4.22600000000E+005, +5.59824799366E-001, +0.00000000000E+000
+4.22800000000E+005, +5.60167238455E-001, +0.00000000000E+000
+4.23000000000E+005, +5.60387565471E-001, +0.00000000000E+000
+4.23200000000E+005, +5.60401115936E-001, +0.00000000000E+000
+4.23400000000E+005, +5.61048484379E-001, +0.00000000000E+000
+4.23600000000E+005, +5.60842544620E-001, +0.00000000000E+000
+4.23800000000E+005, +5.60957309319E-001, +0.00000000000E+000
+4.24000000000E+005, +5.61032849622E-001, +0.00000000000E+000
+4.24200000000E+005, +5.61522008145E-001, +0.00000000000E+000
+4.24400000000E+005, +5.62475723053E-001, +0.00000000000E+000
+4.24600000000E+005, +5.61731140524E-001, +0.00000000000E+000
+4.24800000000E+005, +5.61952570829E-001, +0.00000000000E+000
+4.25000000000E+005, +5.62723465134E-001, +0.00000000000E+000
+4.25200000000E+005, +5.62455769351E-001, +0.00000000000E+000
+4.25400000000E+005, +5.62661251420E-001, +0.00000000000E+000
+4.25600000000E+005, +5.62953955625E-001, +0.00000000000E+000
+4.25800000000E+005, +5.63131543810E-001, +0.00000000000E+000
+4.26000000000E+005, +5.63578907935E-001, +0.00000000000E+000
+4.26200000000E+005, +5.63936203205E-001, +0.00000000000E+000
+4.26400000000E+005, +5.64111556439E-001, +0.00000000000E+000
+4.26600000000E+005, +5.63895571879E-001, +0.00000000000E+000
+4.26800000000E+005, +5.63598515702E-001, +0.00000000000E+000
+4.27000000000E+005, +5.64183034157E-001, +0.00000000000E+000
+4.27200000000E+005, +5.64774941984E-001, +0.00000000000E+000
+4.27400000000E+005, +5.64580534763E-001, +0.00000000000E+000
+4.27600000000E+005, +5.65031451354E-001, +0.00000000000E+000
+4.27800000000E+005, +5.65143278544E-001, +0.00000000000E+000
+4.28000000000E+005, +5.64956709641E-001, +0.00000000000E+000
+4.28200000000E+005, +5.64924559215E-001, +0.00000000000E+000
+4.28400000000E+005, +5.65532552846E-001, +0.00000000000E+000
+4.28600000000E+005, +5.66105361400E-001, +0.00000000000E+000
+4.28800000000E+005, +5.65972934851E-001, +0.00000000000E+000
+4.29000000000E+005, +5.66273628874E-001, +0.00000000000E+000
+4.29200000000E+005, +5.66763593834E-001, +0.00000000000E+000
+4.29400000000E+005, +5.66770744031E-001, +0.00000000000E+000
+4.29600000000E+005, +5.67132567989E-001, +0.00000000000E+000
+4.29800000000E+005, +5.66640867486E-001, +0.00000000000E+000
+4.30000000000E+005, +5.67373948667E-001, +0.00000000000E+000
+4.30200000000E+005, +5.67196305668E-001, +0.00000000000E+000
+4.30400000000E+005, +5.67400328580E-001, +0.00000000000E+000
+4.30600000000E+005, +5.67484376544E-001, +0.00000000000E+000
+4.30800000000E+005, +5.67745318327E-001, +0.00000000000E+000
+4.31000000000E+005, +5.68444104274E-001, +0.00000000000E+000
+4.31200000000E+005, +5.67778274646E-001, +0.00000000000E+000
+4.31400000000E+005, +5.67703778563E-001, +0.00000000000E+000
+4.31600000000E+005, +5.68171964552E-001, +0.00000000000E+000
+4.31800000000E+005, +5.67995232376E-001, +0.00000000000E+000
+4.32000000000E+005, +5.67929278123E-001, +0.00000000000E+000
+4.32200000000E+005, +5.68647012038E-001, +0.00000000000E+000
+4.32400000000E+005, +5.68488602577E-001, +0.00000000000E+000
+4.32600000000E+005, +5.68517860149E-001, +0.00000000000E+000
+4.32800000000E+005, +5.68750666678E-001, +0.00000000000E+000
+4.33000000000E+005, +5.68305259342E-001, +0.00000000000E+000
+4.33200000000E+005, +5.67881313367E-001, +0.00000000000E+000
+4.33400000000E+005, +5.67925401401E-001, +0.00000000000E+000
+4.33600000000E+005, +5.68003495621E-001, +0.00000000000E+000
+4.33800000000E+005, +5.67739815472E-001, +0.00000000000E+000
+4.34000000000E+005, +5.67552681746E-001, +0.00000000000E+000
+4.34200000000E+005, +5.66734473105E-001, +0.00000000000E+000
+4.34400000000E+005, +5.66270263923E-001, +0.00000000000E+000
+4.34600000000E+005, +5.65668477953E-001, +0.00000000000E+000
+4.34800000000E+005, +5.64694125981E-001, +0.00000000000E+000
+4.35000000000E+005, +5.64332457475E-001, +0.00000000000E+000
+4.35200000000E+005, +5.62811340364E-001, +0.00000000000E+000
+4.35400000000E+005, +5.61647071226E-001, +0.00000000000E+000
+4.35600000000E+005, +5.60869453040E-001, +0.00000000000E+000
