"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.54119859537E-001, +0.00000000000E+000
+4.20200000000E+005, +5.55015199182E-001, +0.00000000000E+000
+4.20400000000E+005, +5.55490156630E-001, +0.00000000000E+000
+4.20600000000E+005, +5.56052945426E-001, +0.00000000000E+000
+4.20800000000E+005, +5.55964722442E-001, +0.00000000000E+000
+4.21000000000E+005, +5.56381935313E-001, +0.00000000000E+000
+4.21200000000E+005, +5.56233850560E-001, +0.00000000000E+000
+4.21400000000E+005, +5.56624597334E-001, +0.00000000000E+000
+4.21600000000E+005, +5.56255739623E-001, +0.00000000000E+000
+4.21800000000E+005, +5.56820093833E-001, +0.00000000000E+000
+4.22000000000E+005, +5.57517775038E-001, +0.00000000000E+000
+4.22200000000E+005, +5.57116068550E-001, +0.00000000000E+000
+4.22400000000E+005, +5.57147712803E-001, +0.00000000000E+000
+4.22600000000E+005, +5.58208779670E-001, +0.00000000000E+000
+4.22800000000E+005, +5.57939908292E-001, +0.00000000000E+000
+4.23000000000E+005, +5.58212342087E-001, +0.00000000000E+000
+4.23200000000E+005, +5.57934098463E-001, +0.00000000000E+000
+4.23400000000E+005, +5.58902025324E-001, +0.00000000000E+000
+4.23600000000E+005, +5.58338694635E-001, +0.00000000000E+000
+4.23800000000E+005, +5.58935986054E-001, +0.00000000000E+000
+4.24000000000E+005, +5.59047674906E-001, +0.00000000000E+000
+4.24200000000E+005, +5.59110136849E-001, +0.00000000000E+000
+4.24400000000E+005, +5.59072481963E-001, +0.00000000000E+000
+4.24600000000E+005, +5.59681641911E-001, +0.00000000000E+000
+4.24800000000E+005, +5.59669056468E-001, +0.00000000000E+000
+4.25000000000E+005, +5.59958375244E-001, +0.00000000000E+000
+4.25200000000E+005, +5.59511460822E-001, +0.00000000000E+000
+4.25400000000E+005, +5.59890187231E-001, +0.00000000000E+000
+4.25600000000E+005, +5.60516079959E-001, +0.00000000000E+000
+4.25800000000E+005, +5.60495333527E-001, +0.00000000000E+000
+4.26000000000E+005, +5.61043349930E-001, +0.00000000000E+000
+4.26200000000E+005, +5.61448630177E-001, +0.00000000000E+000
+4.26400000000E+005, +5.61608465443E-001, +0.00000000000E+000
+4.26600000000E+005, +5.61450737484E-001, +0.00000000000E+000
+4.26800000000E+005, +5.61604236965E-001, +0.00000000000E+000
+4.27000000000E+005, +5.61860150664E-001, +0.00000000000E+000
+4.27200000000E+005, +5.61904841831E-001, +0.00000000000E+000
+4.27400000000E+005, +5.62064485911E-001, +0.00000000000E+000
+4.27600000000E+005, +5.62807036173E-001, +0.00000000000E+000
+4.27800000000E+005, +5.62441880250E-001, +0.00000000000E+000
+4.28000000000E+005, +5.62724012802E-001, +0.00000000000E+000
+4.28200000000E+005, +5.62864507116E-001, +0.00000000000E+000
+4.28400000000E+005, +5.63040574024E-001, +0.00000000000E+000
+4.28600000000E+005, +5.63570998086E-001, +0.00000000000E+000
+4.28800000000E+005, +5.63257898256E-001, +0.00000000000E+000
+4.29000000000E+005, +5.63964285610E-001, +0.00000000000E+000
+4.29200000000E+005, +5.64068089337E-001, +0.00000000000E+000
+4.29400000000E+005, +5.64040679425E-001, +0.00000000000E+000
+4.29600000000E+005, +5.64442623909E-001, +0.00000000000E+000
+4.29800000000E+005, +5.64748198778E-001, +0.00000000000E+000
+4.30000000000E+005, +5.64903669996E-001, +0.00000000000E+000
+4.30200000000E+005, +5.65201643406E-001, +0.00000000000E+000
+4.30400000000E+005, +5.65606097486E-001, +0.00000000000E+000
+4.30600000000E+005, +5.65138359370E-001, +0.00000000000E+000
+4.30800000000E+005, +5.65156560346E-001, +0.00000000000E+000
+4.31000000000E+005, +5.65342671773E-001, +0.00000000000E+000
+4.31200000000E+005, +5.66070461834E-001, +0.00000000000E+000
+4.31400000000E+005, +5.66181528884E-001, +0.00000000000E+000
+4.31600000000E+005, +5.66184994084E-001, +0.00000000000E+000
+4.31800000000E+005, +5.66881065740E-001, +0.00000000000E+000
+4.32000000000E+005, +5.67015055032E-001, +0.00000000000E+000
+4.32200000000E+005, +5.66307294938E-001, +0.00000000000E+000
+4.32400000000E+005, +5.67072891016E-001, +0.00000000000E+000
+4.32600000000E+005, +5.67235877084E-001, +0.00000000000E+000
+4.32800000000E+005, +5.66819488903E-001, +0.00000000000E+000
+4.33000000000E+005, +5.67193470676E-001, +0.00000000000E+000
+4.33200000000E+005, +5.67224399576E-001, +0.00000000000E+000
+4.33400000000E+005, +5.67443696114E-001, +0.00000000000E+000
+4.33600000000E+005, +5.67992488145E-001, +0.00000000000E+000
+4.33800000000E+005, +5.67661107333E-001, +0.00000000000E+000
+4.34000000000E+005, +5.67268875136E-001, +0.00000000000E+000
+4.34200000000E+005, +5.67220646926E-001, +0.00000000000E+000
+4.34400000000E+005, +5.67727296646E-001, +0.00000000000E+000
+4.34600000000E+005, +5.67842872303E-001, +0.00000000000E+000
+4.34800000000E+005, +5.67118664957E-001, +0.00000000000E+000
+4.35000000000E+005, +5.67268613726E-001, +0.00000000000E+000
+4.35200000000E+005, +5.67558382782E-001, +0.00000000000E+000
+4.35400000000E+005, +5.66971355862E-001, +0.00000000000E+000
+4.35600000000E+005, +5.66327086394E-001, +0.00000000000E+000
+4.35800000000E+005, +5.66474166526E-001, +0.00000000000E+000
+4.36000000000E+005, +5.65482191224E-001, +0.00000000000E+000
+4.36200000000E+005, +5.64887088298E-001, +0.00000000000E+000
+4.36400000000E+005, +5.63887180037E-001, +0.00000000000E+000
+4.36600000000E+005, +5.63177542412E-001, +0.00000000000E+000
+4.36800000000E+005, +5.62113506509E-001, +0.00000000000E+000
+4.37000000000E+005, +5.61172446709E-001, +0.00000000000E+000
