"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.56960768628E-001, +0.00000000000E+000
+4.20200000000E+005, +5.59046986189E-001, +0.00000000000E+000
+4.20400000000E+005, +5.60145220433E-001, +0.00000000000E+000
+4.20600000000E+005, +5.59965732247E-001, +0.00000000000E+000
+4.20800000000E+005, +5.60403457306E-001, +0.00000000000E+000
+4.21000000000E+005, +5.60983203505E-001, +0.00000000000E+000
+4.21200000000E+005, +5.61333731400E-001, +0.00000000000E+000
+4.21400000000E+005, +5.61095652250E-001, +0.00000000000E+000
+4.21600000000E+005, +5.61156127686E-001, +0.00000000000E+000
+4.21800000000E+005, +5.61774752620E-001, +0.00000000000E+000
+4.22000000000E+005, +5.61504752773E-001, +0.00000000000E+000
+4.22200000000E+005, +5.61657832634E-001, +0.00000000000E+000
+4.22400000000E+005, +5.62324537080E-001, +0.00000000000E+000
+4.22600000000E+005, +5.62475193693E-001, +0.00000000000E+000
+4.22800000000E+005, +5.62604627820E-001, +0.00000000000E+000
+4.23000000000E+005, +5.62451531695E-001, +0.00000000000E+000
+4.23200000000E+005, +5.62740313303E-001, +0.00000000000E+000
+4.23400000000E+005, +5.62921915100E-001, +0.00000000000E+000
+4.23600000000E+005, +5.62711083473E-001, +0.00000000000E+000
+4.23800000000E+005, +5.63594506800E-001, +0.00000000000E+000
+4.24000000000E+005, +5.63614027632E-001, +0.00000000000E+000
+4.24200000000E+005, +5.63948433685E-001, +0.00000000000E+000
+4.24400000000E+005, +5.64074834933E-001, +0.00000000000E+000
+4.24600000000E+005, +5.63586498900E-001, +0.00000000000E+000
+4.24800000000E+005, +5.63889592493E-001, +0.00000000000E+000
+4.25000000000E+005, +5.64660627193E-001, +0.00000000000E+000
+4.25200000000E+005, +5.64949111158E-001, +0.00000000000E+000
+4.25400000000E+005, +5.64580604702E-001, +0.00000000000E+000
+4.25600000000E+005, +5.64991962957E-001, +0.00000000000E+000
+4.25800000000E+005, +5.65675592344E-001, +0.00000000000E+000
+4.26000000000E+005, +5.65459858026E-001, +0.00000000000E+000
+4.26200000000E+005, +5.65557467558E-001, +0.00000000000E+000
+4.26400000000E+005, +5.65946650912E-001, +0.00000000000E+000
+4.26600000000E+005, +5.66358129621E-001, +0.00000000000E+000
+4.26800000000E+005, +5.66758744649E-001, +0.00000000000E+000
+4.27000000000E+005, +5.66680685319E-001, +0.00000000000E+000
+4.27200000000E+005, +5.66969756036E-001, +0.00000000000E+000
+4.27400000000E+005, +5.67096542514E-001, +0.00000000000E+000
+4.27600000000E+005, +5.67693604919E-001, +0.00000000000E+000
+4.27800000000E+005, +5.67604595359E-001, +0.00000000000E+000
+4.28000000000E+005, +5.67577302902E-001, +0.00000000000E+000
+4.28200000000E+005, +5.67890344586E-001, +0.00000000000E+000
+4.28400000000E+005, +5.68167892455E-001, +0.00000000000E+000
+4.28600000000E+005, +5.68874861428E-001, +0.00000000000E+000
+4.28800000000E+005, +5.68476149794E-001, +0.00000000000E+000
+4.29000000000E+005, +5.68234694691E-001, +0.00000000000E+000
+4.29200000000E+005, +5.68845663930E-001, +0.00000000000E+000
+4.29400000000E+005, +5.69386718695E-001, +0.00000000000E+000
+4.29600000000E+005, +5.69319389823E-001, +0.00000000000E+000
+4.29800000000E+005, +5.68589032613E-001, +0.00000000000E+000
+4.30000000000E+005, +5.70014771970E-001, +0.00000000000E+000
+4.30200000000E+005, +5.70172357001E-001, +0.00000000000E+000
+4.30400000000E+005, +5.69814070765E-001, +0.00000000000E+000
+4.30600000000E+005, +5.70149695854E-001, +0.00000000000E+000
