"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+005, +5.53982290995E-001, +0.00000000000E+000
+4.20200000000E+005, +5.54713862456E-001, +0.00000000000E+000
+4.20400000000E+005, +5.55831663813E-001, +0.00000000000E+000
+4.20600000000E+005, +5.55244385349E-001, +0.00000000000E+000
+4.20800000000E+005, +5.55723459770E-001, +0.00000000000E+000
+4.21000000000E+005, +5.55837986674E-001, +0.00000000000E+000
+4.21200000000E+005, +5.56551901952E-001, +0.00000000000E+000
+4.21400000000E+005, +5.56511817634E-001, +0.00000000000E+000
+4.21600000000E+005, +5.56650826802E-001, +0.00000000000E+000
+4.21800000000E+005, +5.56841584653E-001, +0.00000000000E+000
+4.22000000000E+005, +5.57040315264E-001, +0.00000000000E+000
+4.22200000000E+005, +5.56574740640E-001, +0.00000000000E+000
+4.22400000000E+005, +5.56884782294E-001, +0.00000000000E+000
+4.22600000000E+005, +5.57510475872E-001, +0.00000000000E+000
+4.22800000000E+005, +5.57673719915E-001, +0.00000000000E+000
+4.23000000000E+005, +5.57910255799E-001, +0.00000000000E+000
+4.23200000000E+005, +5.58484542371E-001, +0.00000000000E+000
+4.23400000000E+005, +5.58532577864E-001, +0.00000000000E+000
+4.23600000000E+005, +5.58400124463E-001, +0.00000000000E+000
+4.23800000000E+005, +5.58794220495E-001, +0.00000000000E+000
+4.24000000000E+005, +5.59164840859E-001, +0.00000000000E+000
+4.24200000000E+005, +5.58610427180E-001, +0.00000000000E+000
+4.24400000000E+005, +5.59401446996E-001, +0.00000000000E+000
+4.24600000000E+005, +5.59238317678E-001, +0.00000000000E+000
+4.24800000000E+005, +5.59658972058E-001, +0.00000000000E+000
+4.25000000000E+005, +5.59927640632E-001, +0.00000000000E+000
+4.25200000000E+005, +5.60168172548E-001, +0.00000000000E+000
+4.25400000000E+005, +5.60312108186E-001, +0.00000000000E+000
+4.25600000000E+005, +5.59946694164E-001, +0.00000000000E+000
+4.25800000000E+005, +5.60705499204E-001, +0.00000000000E+000
+4.26000000000E+005, +5.60694159709E-001, +0.00000000000E+000
+4.26200000000E+005, +5.60656240662E-001, +0.00000000000E+000
+4.26400000000E+005, +5.61237331241E-001, +0.00000000000E+000
+4.26600000000E+005, +5.61954381012E-001, +0.00000000000E+000
+4.26800000000E+005, +5.61783461140E-001, +0.00000000000E+000
+4.27000000000E+005, +5.61716277677E-001, +0.00000000000E+000
+4.27200000000E+005, +5.62144583876E-001, +0.00000000000E+000
+4.27400000000E+005, +5.61986774244E-001, +0.00000000000E+000
+4.27600000000E+005, +5.62643888779E-001, +0.00000000000E+000
+4.27800000000E+005, +5.62622027185E-001, +0.00000000000E+000
+4.28000000000E+005, +5.62859192356E-001, +0.00000000000E+000
+4.28200000000E+005, +5.63330934930E-001, +0.00000000000E+000
+4.28400000000E+005, +5.62400570430E-001, +0.00000000000E+000
+4.28600000000E+005, +5.63358777391E-001, +0.00000000000E+000
+4.28800000000E+005, +5.63271945725E-001, +0.00000000000E+000
+4.29000000000E+005, +5.63768374503E-001, +0.00000000000E+000
+4.29200000000E+005, +5.63856561735E-001, +0.00000000000E+000
+4.29400000000E+005, +5.63788196686E-001, +0.00000000000E+000
+4.29600000000E+005, +5.64180598202E-001, +0.00000000000E+000
+4.29800000000E+005, +5.64058558533E-001, +0.00000000000E+000
