frequency;signal;group;sensor;time;hash
0.4224;0.562699752864;C;1;10;C-1-10
0.4226;0.562728702548;C;1;10;C-1-10
0.42279999999999995;0.562993233535;C;1;10;C-1-10
0.423;0.562747555683;C;1;10;C-1-10
0.42319999999999997;0.562408206828;C;1;10;C-1-10
0.4234;0.563208060702;C;1;10;C-1-10
0.4236;0.563452208067;C;1;10;C-1-10
0.42379999999999995;0.563681423449;C;1;10;C-1-10
0.424;0.563230109542;C;1;10;C-1-10
0.42419999999999997;0.564028097518;C;1;10;C-1-10
0.4244;0.563910537254;C;1;10;C-1-10
0.4246;0.564388402787;C;1;10;C-1-10
0.42479999999999996;0.564432826436;C;1;10;C-1-10
0.425;0.564739530958;C;1;10;C-1-10
0.42519999999999997;0.564916686651;C;1;10;C-1-10
0.4254;0.565003575353;C;1;10;C-1-10
0.4256;0.564845474833;C;1;10;C-1-10
0.42579999999999996;0.565633790466;C;1;10;C-1-10
0.426;0.565666439284;C;1;10;C-1-10
0.42619999999999997;0.566183714664;C;1;10;C-1-10
0.4264;0.565900443002;C;1;10;C-1-10
0.4266;0.566026475552;C;1;10;C-1-10
0.42679999999999996;0.567077185121;C;1;10;C-1-10
0.427;0.567316559359;C;1;10;C-1-10
0.42719999999999997;0.566945230011;C;1;10;C-1-10
0.4274;0.567223833054;C;1;10;C-1-10
0.4276;0.567550580285;C;1;10;C-1-10
0.42779999999999996;0.567776652992;C;1;10;C-1-10
0.428;0.568081080611;C;1;10;C-1-10
0.42819999999999997;0.568389977794;C;1;10;C-1-10
0.4284;0.568675991795;C;1;10;C-1-10
0.4286;0.568760474035;C;1;10;C-1-10
0.42879999999999996;0.568523156098;C;1;10;C-1-10
0.429;0.569348232914;C;1;10;C-1-10
0.42919999999999997;0.56871406214;C;1;10;C-1-10
0.4294;0.569250445319;C;1;10;C-1-10
0.4296;0.569637180825;C;1;10;C-1-10
0.42979999999999996;0.569649244061;C;1;10;C-1-10
0.43;0.570300037062;C;1;10;C-1-10
0.43019999999999997;0.570450788808;C;1;10;C-1-10
0.4304;0.57039475588;C;1;10;C-1-10
0.4306;0.57081142947;C;1;10;C-1-10
0.43079999999999996;0.571055394243;C;1;10;C-1-10
0.431;0.570638733151;C;1;10;C-1-10
0.43119999999999997;0.570831408808;C;1;10;C-1-10
0.4314;0.570211264932;C;1;10;C-1-10
0.4316;0.570714599447;C;1;10;C-1-10
0.43179999999999996;0.570431514277;C;1;10;C-1-10
0.432;0.571008589222;C;1;10;C-1-10
0.4322;0.571263814875;C;1;10;C-1-10
0.4324;0.57076154887;C;1;10;C-1-10
0.4326;0.570372155959;C;1;10;C-1-10
0.43279999999999996;0.570932269689;C;1;10;C-1-10
0.433;0.570067469475;C;1;10;C-1-10
0.4332;0.569833752515;C;1;10;C-1-10
0.4334;0.570063603645;C;1;10;C-1-10
0.4336;0.569157622642;C;1;10;C-1-10
0.43379999999999996;0.569171252033;C;1;10;C-1-10
0.434;0.568784828665;C;1;10;C-1-10
0.4342;0.567262157983;C;1;10;C-1-10
0.43439999999999995;0.567082556816;C;1;10;C-1-10
0.4346;0.565946559257;C;1;10;C-1-10
0.43479999999999996;0.564352782177;C;1;10;C-1-10
0.435;0.563715090747;C;1;10;C-1-10
0.4352;0.561654753748;C;1;10;C-1-10
0.43539999999999995;0.559993021075;C;1;10;C-1-10
0.4356;0.557254044252;C;1;10;C-1-10
0.43579999999999997;0.555781668942;C;1;10;C-1-10
0.436;0.552750089651;C;1;10;C-1-10
0.4362;0.549135608939;C;1;10;C-1-10
0.43639999999999995;0.545015222133;C;1;10;C-1-10
0.4366;0.540930485177;C;1;10;C-1-10
0.43679999999999997;0.5367558566;C;1;10;C-1-10
0.437;0.531650891485;C;1;10;C-1-10
0.4372;0.52633947497;C;1;10;C-1-10
0.43739999999999996;0.520167321712;C;1;10;C-1-10
0.4376;0.514663797134;C;1;10;C-1-10
0.43779999999999997;0.508531520795;C;1;10;C-1-10
0.438;0.502277986144;C;1;10;C-1-10
0.4382;0.497062708523;C;1;10;C-1-10
0.43839999999999996;0.491887608795;C;1;10;C-1-10
0.4386;0.48804005214;C;1;10;C-1-10
0.43879999999999997;0.484621397503;C;1;10;C-1-10
0.439;0.483092266719;C;1;10;C-1-10
0.4392;0.482572791625;C;1;10;C-1-10
0.43939999999999996;0.483490572523;C;1;10;C-1-10
0.4396;0.486229052927;C;1;10;C-1-10
0.43979999999999997;0.490169384219;C;1;10;C-1-10
0.44;0.494312698496;C;1;10;C-1-10
0.4402;0.498485573485;C;1;10;C-1-10
0.44039999999999996;0.503568347128;C;1;10;C-1-10
0.4406;0.508262254046;C;1;10;C-1-10
0.44079999999999997;0.512096113005;C;1;10;C-1-10
0.441;0.516662576034;C;1;10;C-1-10
0.4412;0.520471902096;C;1;10;C-1-10
0.44139999999999996;0.522966836633;C;1;10;C-1-10
0.4416;0.526413230752;C;1;10;C-1-10
0.44179999999999997;0.529702632691;C;1;10;C-1-10
0.442;0.532170620741;C;1;10;C-1-10
0.4422;0.533932978829;C;1;10;C-1-10
0.44239999999999996;0.536025181217;C;1;10;C-1-10
0.4426;0.537768675717;C;1;10;C-1-10
0.44279999999999997;0.539963051112;C;1;10;C-1-10
0.443;0.541746454632;C;1;10;C-1-10
0.4432;0.543417173851;C;1;10;C-1-10
0.44339999999999996;0.545434216955;C;1;10;C-1-10
0.4436;0.546102609902;C;1;10;C-1-10
0.4438;0.547615269204;C;1;10;C-1-10
0.444;0.548697233381;C;1;10;C-1-10
0.4442;0.54973222446;C;1;10;C-1-10
0.44439999999999996;0.551756955551;C;1;10;C-1-10
0.4446;0.552087037708;C;1;10;C-1-10
0.4448;0.553157911742;C;1;10;C-1-10
0.445;0.554535744031;C;1;10;C-1-10
0.4452;0.555313334137;C;1;10;C-1-10
0.44539999999999996;0.55596030574;C;1;10;C-1-10
0.4456;0.557218646714;C;1;10;C-1-10
0.4458;0.557892842516;C;1;10;C-1-10
0.446;0.55793558238;C;1;10;C-1-10
0.4462;0.558873432297;C;1;10;C-1-10
0.44639999999999996;0.559558617645;C;1;10;C-1-10
0.4466;0.55423238592;C;1;10;C-1-10
0.4468;0.563943219346;C;1;10;C-1-10
